method,query_id,k,n_retrieved,n_judged,n_unjudged,n_explicit_minus1,judged_fraction,hole_fraction
retrieval_random,9,20,20,19,1,0,0.95,0.05
retrieval_random,10,20,20,19,1,0,0.95,0.05
retrieval_random,11,20,20,18,2,0,0.9,0.1
retrieval_random,12,20,20,17,3,0,0.85,0.15
retrieval_random,13,20,20,15,5,0,0.75,0.25
retrieval_random,14,20,20,19,1,0,0.95,0.05
retrieval_random,15,20,20,10,10,0,0.5,0.5
retrieval_random,16,20,20,15,5,0,0.75,0.25
retrieval_random,17,20,20,18,2,0,0.9,0.1
retrieval_random,18,20,20,20,0,0,1,0
retrieval_random,19,20,20,18,2,0,0.9,0.1
retrieval_random,20,20,20,19,1,0,0.95,0.05
retrieval_random,21,20,20,16,4,0,0.8,0.2
retrieval_random,22,20,20,13,7,0,0.65,0.35
retrieval_random,23,20,20,17,3,0,0.85,0.15
retrieval_random,24,20,20,19,1,0,0.95,0.05
retrieval_random,25,20,20,10,10,0,0.5,0.5
retrieval_random,26,20,20,12,8,0,0.6,0.4
retrieval_random,27,20,20,17,3,0,0.85,0.15
retrieval_random,28,20,20,17,3,0,0.85,0.15
retrieval_random,29,20,20,19,1,0,0.95,0.05
retrieval_random,30,20,20,18,2,0,0.9,0.1
retrieval_random,31,20,20,20,0,0,1,0
retrieval_random,32,20,20,6,14,0,0.3,0.7
retrieval_random,33,20,20,19,1,0,0.95,0.05
retrieval_random,34,20,20,14,6,0,0.7,0.3
retrieval_random,35,20,20,18,2,0,0.9,0.1
retrieval_random,36,20,20,19,1,0,0.95,0.05
retrieval_random,37,20,20,20,0,0,1,0
retrieval_random,38,20,20,18,2,0,0.9,0.1
retrieval_random,39,20,20,20,0,0,1,0
retrieval_random,40,20,20,20,0,0,1,0
retrieval_random,41,20,20,19,1,0,0.95,0.05
retrieval_random,42,20,20,20,0,0,1,0
retrieval_random,43,20,20,20,0,0,1,0
retrieval_random,44,20,20,19,1,0,0.95,0.05
retrieval_random,45,20,20,19,1,0,0.95,0.05
retrieval_random,46,20,20,18,2,0,0.9,0.1
retrieval_random,47,20,20,17,3,0,0.85,0.15
retrieval_random,48,20,20,19,1,0,0.95,0.05
retrieval_random,49,20,20,20,0,0,1,0
retrieval_random,50,20,20,18,2,0,0.9,0.1
retrieval_random,1,50,50,29,21,0,0.58,0.42
retrieval_random,2,50,50,28,22,0,0.56,0.44
retrieval_random,3,50,50,38,12,0,0.76,0.24
retrieval_random,4,50,50,28,22,0,0.56,0.44
retrieval_random,5,50,50,28,22,0,0.56,0.44
retrieval_random,6,50,50,33,17,0,0.66,0.34
retrieval_random,7,50,50,46,4,0,0.92,0.08
retrieval_random,8,50,50,30,20,0,0.6,0.4
retrieval_random,9,50,50,37,13,0,0.74,0.26
retrieval_random,10,50,50,43,7,0,0.86,0.14
retrieval_random,11,50,50,31,19,0,0.62,0.38
retrieval_random,12,50,50,31,19,0,0.62,0.38
retrieval_random,13,50,50,35,15,0,0.7,0.3
retrieval_random,14,50,50,37,13,0,0.74,0.26
retrieval_random,15,50,50,20,30,0,0.4,0.6
retrieval_random,16,50,50,33,17,0,0.66,0.34
retrieval_random,17,50,50,36,14,0,0.72,0.28
retrieval_random,18,50,50,41,9,0,0.82,0.18
retrieval_random,19,50,50,35,15,0,0.7,0.3
retrieval_random,20,50,50,43,7,0,0.86,0.14
retrieval_random,21,50,50,40,10,0,0.8,0.2
retrieval_random,22,50,50,29,21,0,0.58,0.42
retrieval_random,23,50,50,32,18,0,0.64,0.36
retrieval_random,24,50,50,35,15,0,0.7,0.3
retrieval_random,25,50,50,24,26,0,0.48,0.52
retrieval_random,26,50,50,27,23,0,0.54,0.46
retrieval_random,27,50,50,39,11,0,0.78,0.22
retrieval_random,28,50,50,38,12,0,0.76,0.24
retrieval_random,29,50,50,44,6,0,0.88,0.12
retrieval_random,30,50,50,41,9,0,0.82,0.18
retrieval_random,31,50,50,40,10,0,0.8,0.2
retrieval_random,32,50,50,18,32,0,0.36,0.64
retrieval_random,33,50,50,38,12,0,0.76,0.24
retrieval_random,34,50,50,28,22,0,0.56,0.44
retrieval_random,35,50,50,37,13,0,0.74,0.26
retrieval_random,36,50,50,44,6,0,0.88,0.12
retrieval_random,37,50,50,48,2,0,0.96,0.04
retrieval_random,38,50,50,43,7,0,0.86,0.14
retrieval_random,39,50,50,45,5,0,0.9,0.1
retrieval_random,40,50,50,49,1,0,0.98,0.02
retrieval_random,41,50,50,44,6,0,0.88,0.12
retrieval_random,42,50,50,50,0,0,1,0
retrieval_random,43,50,50,45,5,0,0.9,0.1
retrieval_random,44,50,50,41,9,0,0.82,0.18
retrieval_random,45,50,50,44,6,0,0.88,0.12
retrieval_random,46,50,50,27,23,0,0.54,0.46
retrieval_random,47,50,50,35,15,0,0.7,0.3
retrieval_random,48,50,50,35,15,0,0.7,0.3
retrieval_random,49,50,50,41,9,0,0.82,0.18
retrieval_random,50,50,50,37,13,0,0.74,0.26
retrieval_random,1,100,100,50,50,0,0.5,0.5
retrieval_random,2,100,100,38,62,0,0.38,0.62
retrieval_random,3,100,100,54,46,0,0.54,0.46
retrieval_random,4,100,100,46,54,0,0.46,0.54
retrieval_random,5,100,100,47,53,0,0.47,0.53
retrieval_random,6,100,100,54,46,0,0.54,0.46
retrieval_random,7,100,100,77,23,0,0.77,0.23
retrieval_random,8,100,100,46,54,0,0.46,0.54
retrieval_random,9,100,100,52,48,0,0.52,0.48
retrieval_random,10,100,100,72,28,0,0.72,0.28
retrieval_random,11,100,100,49,51,0,0.49,0.51
retrieval_random,12,100,100,49,51,0,0.49,0.51
retrieval_random,13,100,100,57,43,0,0.57,0.43
retrieval_random,14,100,100,42,58,0,0.42,0.58
retrieval_random,15,100,100,28,72,0,0.28,0.72
retrieval_random,16,100,100,51,49,0,0.51,0.49
retrieval_random,17,100,100,69,31,0,0.69,0.31
retrieval_random,18,100,100,73,27,0,0.73,0.27
retrieval_random,19,100,100,51,49,0,0.51,0.49
retrieval_random,20,100,100,73,27,0,0.73,0.27
retrieval_random,21,100,100,67,33,0,0.67,0.33
retrieval_random,22,100,100,44,56,0,0.44,0.56
retrieval_random,23,100,100,51,49,0,0.51,0.49
retrieval_random,24,100,100,60,40,0,0.6,0.4
retrieval_random,25,100,100,40,60,0,0.4,0.6
retrieval_random,26,100,100,54,46,0,0.54,0.46
retrieval_random,27,100,100,64,36,0,0.64,0.36
retrieval_random,28,100,100,64,36,0,0.64,0.36
retrieval_random,29,100,100,61,39,0,0.61,0.39
retrieval_random,30,100,100,54,46,0,0.54,0.46
retrieval_random,31,100,100,60,40,0,0.6,0.4
retrieval_random,32,100,100,27,73,0,0.27,0.73
retrieval_random,33,100,100,63,37,0,0.63,0.37
retrieval_random,34,100,100,40,60,0,0.4,0.6
retrieval_random,35,100,100,53,47,0,0.53,0.47
retrieval_random,36,100,100,79,21,0,0.79,0.21
retrieval_random,37,100,100,84,16,0,0.84,0.16
retrieval_random,38,100,100,79,21,0,0.79,0.21
retrieval_random,39,100,100,77,23,0,0.77,0.23
retrieval_random,40,100,100,88,12,0,0.88,0.12
retrieval_random,41,100,100,67,33,0,0.67,0.33
retrieval_random,42,100,100,69,31,0,0.69,0.31
retrieval_random,43,100,100,52,48,0,0.52,0.48
retrieval_random,44,100,100,74,26,0,0.74,0.26
retrieval_random,45,100,100,76,24,0,0.76,0.24
retrieval_random,46,100,100,37,63,0,0.37,0.63
retrieval_random,47,100,100,59,41,0,0.59,0.41
retrieval_random,48,100,100,51,49,0,0.51,0.49
retrieval_random,49,100,100,55,45,0,0.55,0.45
retrieval_random,50,100,100,59,41,0,0.59,0.41
retrieval_random,1,1000,1000,143,857,0,0.143,0.857
retrieval_random,2,1000,1000,91,909,0,0.091,0.909
retrieval_random,3,1000,1000,167,833,0,0.167,0.833
retrieval_random,4,1000,1000,175,825,0,0.175,0.825
retrieval_random,5,1000,1000,158,842,0,0.158,0.842
retrieval_random,6,1000,1000,149,851,0,0.149,0.851
retrieval_random,7,1000,1000,180,820,0,0.18,0.82
retrieval_random,8,1000,1000,132,868,0,0.132,0.868
retrieval_random,9,1000,1000,106,894,0,0.106,0.894
retrieval_random,10,1000,1000,154,846,0,0.154,0.846
retrieval_random,11,1000,1000,130,870,0,0.13,0.87
retrieval_random,12,1000,1000,156,844,0,0.156,0.844
retrieval_random,13,1000,1000,158,842,0,0.158,0.842
retrieval_random,14,1000,1000,88,912,0,0.088,0.912
retrieval_random,15,1000,1000,113,887,0,0.113,0.887
retrieval_random,16,1000,1000,120,880,0,0.12,0.88
retrieval_random,17,1000,1000,158,842,0,0.158,0.842
retrieval_random,18,1000,1000,172,828,0,0.172,0.828
retrieval_random,19,1000,1000,94,906,0,0.094,0.906
retrieval_random,20,1000,1000,135,865,0,0.135,0.865
retrieval_random,21,1000,1000,159,841,0,0.159,0.841
retrieval_random,22,1000,1000,108,892,0,0.108,0.892
retrieval_random,23,1000,1000,118,882,0,0.118,0.882
retrieval_random,24,1000,1000,130,870,0,0.13,0.87
retrieval_random,25,1000,1000,150,850,0,0.15,0.85
retrieval_random,26,1000,1000,176,824,0,0.176,0.824
retrieval_random,27,1000,1000,138,862,0,0.138,0.862
retrieval_random,28,1000,1000,119,881,0,0.119,0.881
retrieval_random,29,1000,1000,172,828,0,0.172,0.828
retrieval_random,30,1000,1000,87,913,0,0.087,0.913
retrieval_random,31,1000,1000,143,857,0,0.143,0.857
retrieval_random,32,1000,1000,98,902,0,0.098,0.902
retrieval_random,33,1000,1000,190,810,0,0.19,0.81
retrieval_random,34,1000,1000,119,881,0,0.119,0.881
retrieval_random,35,1000,1000,144,856,0,0.144,0.856
retrieval_random,36,1000,1000,194,806,0,0.194,0.806
retrieval_random,37,1000,1000,194,806,0,0.194,0.806
retrieval_random,38,1000,1000,244,756,0,0.244,0.756
retrieval_random,39,1000,1000,143,857,0,0.143,0.857
retrieval_random,40,1000,1000,178,822,0,0.178,0.822
retrieval_random,41,1000,1000,127,873,0,0.127,0.873
retrieval_random,42,1000,1000,94,906,0,0.094,0.906
retrieval_random,43,1000,1000,97,903,0,0.097,0.903
retrieval_random,44,1000,1000,148,852,0,0.148,0.852
retrieval_random,45,1000,1000,176,824,0,0.176,0.824
retrieval_random,46,1000,1000,67,933,0,0.067,0.933
retrieval_random,47,1000,1000,144,856,0,0.144,0.856
retrieval_random,48,1000,1000,98,902,0,0.098,0.902
retrieval_random,49,1000,1000,123,877,0,0.123,0.877
retrieval_random,50,1000,1000,130,870,0,0.13,0.87
splade,1,20,20,16,4,0,0.8,0.2
splade,2,20,20,11,9,0,0.55,0.45
splade,3,20,20,17,3,0,0.85,0.15
splade,4,20,20,8,12,0,0.4,0.6
splade,5,20,20,15,5,0,0.75,0.25
splade,6,20,20,19,1,0,0.95,0.05
splade,7,20,20,20,0,0,1,0
splade,8,20,20,12,8,0,0.6,0.4
splade,9,20,20,19,1,0,0.95,0.05
splade,10,20,20,20,0,0,1,0
splade,11,20,20,14,6,0,0.7,0.3
splade,12,20,20,17,3,0,0.85,0.15
splade,13,20,20,18,2,0,0.9,0.1
splade,14,20,20,15,5,0,0.75,0.25
splade,15,20,20,13,7,0,0.65,0.35
splade,16,20,20,19,1,0,0.95,0.05
splade,17,20,20,19,1,0,0.95,0.05
splade,18,20,20,19,1,0,0.95,0.05
splade,19,20,20,19,1,0,0.95,0.05
splade,20,20,20,20,0,0,1,0
splade,21,20,20,17,3,0,0.85,0.15
splade,22,20,20,19,1,0,0.95,0.05
splade,23,20,20,17,3,0,0.85,0.15
splade,24,20,20,20,0,0,1,0
splade,25,20,20,19,1,0,0.95,0.05
splade,26,20,20,10,10,0,0.5,0.5
splade,27,20,20,20,0,0,1,0
splade,28,20,20,20,0,0,1,0
splade,29,20,20,20,0,0,1,0
splade,30,20,20,20,0,0,1,0
splade,31,20,20,20,0,0,1,0
splade,32,20,20,15,5,0,0.75,0.25
splade,33,20,20,19,1,0,0.95,0.05
splade,34,20,20,20,0,0,1,0
splade,35,20,20,20,0,0,1,0
splade,36,20,20,18,2,0,0.9,0.1
splade,37,20,20,20,0,0,1,0
splade,38,20,20,18,2,0,0.9,0.1
splade,39,20,20,20,0,0,1,0
splade,40,20,20,20,0,0,1,0
splade,41,20,20,18,2,0,0.9,0.1
splade,42,20,20,20,0,0,1,0
splade,43,20,20,17,3,0,0.85,0.15
splade,44,20,20,20,0,0,1,0
splade,45,20,20,20,0,0,1,0
splade,46,20,20,20,0,0,1,0
splade,47,20,20,20,0,0,1,0
splade,48,20,20,19,1,0,0.95,0.05
splade,49,20,20,20,0,0,1,0
splade,50,20,20,16,4,0,0.8,0.2
splade,1,50,50,30,20,0,0.6,0.4
splade,2,50,50,33,17,0,0.66,0.34
splade,3,50,50,43,7,0,0.86,0.14
splade,4,50,50,16,34,0,0.32,0.68
splade,5,50,50,34,16,0,0.68,0.32
splade,6,50,50,47,3,0,0.94,0.06
splade,7,50,50,50,0,0,1,0
splade,8,50,50,30,20,0,0.6,0.4
splade,9,50,50,40,10,0,0.8,0.2
splade,10,50,50,44,6,0,0.88,0.12
splade,11,50,50,38,12,0,0.76,0.24
splade,12,50,50,39,11,0,0.78,0.22
splade,13,50,50,47,3,0,0.94,0.06
splade,14,50,50,33,17,0,0.66,0.34
splade,15,50,50,26,24,0,0.52,0.48
splade,16,50,50,41,9,0,0.82,0.18
splade,17,50,50,42,8,0,0.84,0.16
splade,18,50,50,43,7,0,0.86,0.14
splade,19,50,50,46,4,0,0.92,0.08
splade,20,50,50,47,3,0,0.94,0.06
splade,21,50,50,43,7,0,0.86,0.14
splade,22,50,50,44,6,0,0.88,0.12
splade,23,50,50,35,15,0,0.7,0.3
splade,24,50,50,45,5,0,0.9,0.1
splade,25,50,50,39,11,0,0.78,0.22
splade,26,50,50,28,22,0,0.56,0.44
splade,27,50,50,44,6,0,0.88,0.12
splade,28,50,50,46,4,0,0.92,0.08
splade,29,50,50,49,1,0,0.98,0.02
splade,30,50,50,50,0,0,1,0
splade,31,50,50,44,6,0,0.88,0.12
splade,32,50,50,28,22,0,0.56,0.44
splade,33,50,50,41,9,0,0.82,0.18
splade,34,50,50,37,13,0,0.74,0.26
splade,35,50,50,49,1,0,0.98,0.02
splade,36,50,50,45,5,0,0.9,0.1
splade,37,50,50,50,0,0,1,0
splade,38,50,50,47,3,0,0.94,0.06
splade,39,50,50,49,1,0,0.98,0.02
splade,40,50,50,50,0,0,1,0
splade,41,50,50,40,10,0,0.8,0.2
splade,42,50,50,50,0,0,1,0
splade,43,50,50,29,21,0,0.58,0.42
splade,44,50,50,48,2,0,0.96,0.04
splade,45,50,50,50,0,0,1,0
splade,46,50,50,39,11,0,0.78,0.22
splade,47,50,50,46,4,0,0.92,0.08
splade,48,50,50,45,5,0,0.9,0.1
splade,49,50,50,50,0,0,1,0
splade,50,50,50,41,9,0,0.82,0.18
splade,1,100,100,56,44,0,0.56,0.44
splade,2,100,100,50,50,0,0.5,0.5
splade,3,100,100,77,23,0,0.77,0.23
splade,4,100,100,34,66,0,0.34,0.66
splade,5,100,100,62,38,0,0.62,0.38
splade,6,100,100,85,15,0,0.85,0.15
splade,7,100,100,93,7,0,0.93,0.07
splade,8,100,100,50,50,0,0.5,0.5
splade,9,100,100,83,17,0,0.83,0.17
splade,10,100,100,81,19,0,0.81,0.19
splade,11,100,100,65,35,0,0.65,0.35
splade,12,100,100,71,29,0,0.71,0.29
splade,13,100,100,80,20,0,0.8,0.2
splade,14,100,100,45,55,0,0.45,0.55
splade,15,100,100,33,67,0,0.33,0.67
splade,16,100,100,62,38,0,0.62,0.38
splade,17,100,100,81,19,0,0.81,0.19
splade,18,100,100,89,11,0,0.89,0.11
splade,19,100,100,65,35,0,0.65,0.35
splade,20,100,100,91,9,0,0.91,0.09
splade,21,100,100,74,26,0,0.74,0.26
splade,22,100,100,79,21,0,0.79,0.21
splade,23,100,100,53,47,0,0.53,0.47
splade,24,100,100,79,21,0,0.79,0.21
splade,25,100,100,70,30,0,0.7,0.3
splade,26,100,100,58,42,0,0.58,0.42
splade,27,100,100,80,20,0,0.8,0.2
splade,28,100,100,87,13,0,0.87,0.13
splade,29,100,100,92,8,0,0.92,0.08
splade,30,100,100,86,14,0,0.86,0.14
splade,31,100,100,75,25,0,0.75,0.25
splade,32,100,100,46,54,0,0.46,0.54
splade,33,100,100,65,35,0,0.65,0.35
splade,34,100,100,72,28,0,0.72,0.28
splade,35,100,100,83,17,0,0.83,0.17
splade,36,100,100,93,7,0,0.93,0.07
splade,37,100,100,99,1,0,0.99,0.01
splade,38,100,100,92,8,0,0.92,0.08
splade,39,100,100,91,9,0,0.91,0.09
splade,40,100,100,99,1,0,0.99,0.01
splade,41,100,100,69,31,0,0.69,0.31
splade,42,100,100,97,3,0,0.97,0.03
splade,43,100,100,43,57,0,0.43,0.57
splade,44,100,100,91,9,0,0.91,0.09
splade,45,100,100,97,3,0,0.97,0.03
splade,46,100,100,59,41,0,0.59,0.41
splade,47,100,100,82,18,0,0.82,0.18
splade,48,100,100,73,27,0,0.73,0.27
splade,49,100,100,84,16,0,0.84,0.16
splade,50,100,100,61,39,0,0.61,0.39
splade,1,1000,1000,255,745,0,0.255,0.745
splade,2,1000,1000,199,801,0,0.199,0.801
splade,3,1000,1000,362,638,0,0.362,0.638
splade,4,1000,1000,237,763,0,0.237,0.763
splade,5,1000,1000,344,656,0,0.344,0.656
splade,6,1000,1000,412,588,0,0.412,0.588
splade,7,1000,1000,465,535,0,0.465,0.535
splade,8,1000,1000,219,781,0,0.219,0.781
splade,9,1000,1000,225,775,0,0.225,0.775
splade,10,1000,1000,407,593,0,0.407,0.593
splade,11,1000,1000,272,728,0,0.272,0.728
splade,12,1000,1000,369,631,0,0.369,0.631
splade,13,1000,1000,382,618,0,0.382,0.618
splade,14,1000,1000,156,844,0,0.156,0.844
splade,15,1000,1000,107,893,0,0.107,0.893
splade,16,1000,1000,162,838,0,0.162,0.838
splade,17,1000,1000,401,599,0,0.401,0.599
splade,18,1000,1000,376,624,0,0.376,0.624
splade,19,1000,1000,163,837,0,0.163,0.837
splade,20,1000,1000,335,665,0,0.335,0.665
splade,21,1000,1000,406,594,0,0.406,0.594
splade,22,1000,1000,329,671,0,0.329,0.671
splade,23,1000,1000,243,757,0,0.243,0.757
splade,24,1000,1000,302,698,0,0.302,0.698
splade,25,1000,1000,374,626,0,0.374,0.626
splade,26,1000,1000,299,701,0,0.299,0.701
splade,27,1000,1000,339,661,0,0.339,0.661
splade,28,1000,1000,422,578,0,0.422,0.578
splade,29,1000,1000,380,620,0,0.38,0.62
splade,30,1000,1000,303,697,0,0.303,0.697
splade,31,1000,1000,339,661,0,0.339,0.661
splade,32,1000,1000,199,801,0,0.199,0.801
splade,33,1000,1000,199,801,0,0.199,0.801
splade,34,1000,1000,278,722,0,0.278,0.722
splade,35,1000,1000,315,685,0,0.315,0.685
splade,36,1000,1000,522,478,0,0.522,0.478
splade,37,1000,1000,538,462,0,0.538,0.462
splade,38,1000,1000,520,480,0,0.52,0.48
splade,39,1000,1000,507,493,0,0.507,0.493
splade,40,1000,1000,443,557,0,0.443,0.557
splade,41,1000,1000,248,752,0,0.248,0.752
splade,42,1000,1000,246,754,0,0.246,0.754
splade,43,1000,1000,175,825,0,0.175,0.825
splade,44,1000,1000,349,651,0,0.349,0.651
splade,45,1000,1000,500,500,0,0.5,0.5
splade,46,1000,1000,187,813,0,0.187,0.813
splade,47,1000,1000,346,654,0,0.346,0.654
splade,48,1000,1000,194,806,0,0.194,0.806
splade,49,1000,1000,338,662,0,0.338,0.662
splade,50,1000,1000,245,755,0,0.245,0.755
bge,1,20,20,16,4,0,0.8,0.2
bge,2,20,20,18,2,0,0.9,0.1
bge,3,20,20,18,2,0,0.9,0.1
bge,4,20,20,16,4,0,0.8,0.2
bge,5,20,20,14,6,0,0.7,0.3
bge,6,20,20,18,2,0,0.9,0.1
bge,7,20,20,16,4,0,0.8,0.2
bge,8,20,20,16,4,0,0.8,0.2
bge,9,20,20,19,1,0,0.95,0.05
bge,10,20,20,20,0,0,1,0
bge,11,20,20,15,5,0,0.75,0.25
bge,12,20,20,9,11,0,0.45,0.55
bge,13,20,20,19,1,0,0.95,0.05
bge,14,20,20,17,3,0,0.85,0.15
bge,15,20,20,18,2,0,0.9,0.1
bge,16,20,20,18,2,0,0.9,0.1
bge,17,20,20,20,0,0,1,0
bge,18,20,20,19,1,0,0.95,0.05
bge,19,20,20,17,3,0,0.85,0.15
bge,20,20,20,20,0,0,1,0
bge,21,20,20,12,8,0,0.6,0.4
bge,22,20,20,18,2,0,0.9,0.1
bge,23,20,20,18,2,0,0.9,0.1
bge,24,20,20,20,0,0,1,0
bge,25,20,20,20,0,0,1,0
bge,26,20,20,13,7,0,0.65,0.35
bge,27,20,20,20,0,0,1,0
bge,28,20,20,16,4,0,0.8,0.2
bge,29,20,20,18,2,0,0.9,0.1
bge,30,20,20,20,0,0,1,0
bge,31,20,20,15,5,0,0.75,0.25
bge,32,20,20,14,6,0,0.7,0.3
bge,33,20,20,13,7,0,0.65,0.35
bge,34,20,20,17,3,0,0.85,0.15
bge,35,20,20,20,0,0,1,0
bge,36,20,20,20,0,0,1,0
bge,37,20,20,17,3,0,0.85,0.15
bge,38,20,20,17,3,0,0.85,0.15
bge,39,20,20,20,0,0,1,0
bge,40,20,20,20,0,0,1,0
bge,41,20,20,20,0,0,1,0
bge,42,20,20,20,0,0,1,0
bge,43,20,20,20,0,0,1,0
bge,44,20,20,20,0,0,1,0
bge,45,20,20,20,0,0,1,0
bge,46,20,20,20,0,0,1,0
bge,47,20,20,20,0,0,1,0
bge,48,20,20,20,0,0,1,0
bge,49,20,20,13,7,0,0.65,0.35
bge,50,20,20,18,2,0,0.9,0.1
bge,1,50,50,27,23,0,0.54,0.46
bge,2,50,50,42,8,0,0.84,0.16
bge,3,50,50,40,10,0,0.8,0.2
bge,4,50,50,32,18,0,0.64,0.36
bge,5,50,50,34,16,0,0.68,0.32
bge,6,50,50,42,8,0,0.84,0.16
bge,7,50,50,40,10,0,0.8,0.2
bge,8,50,50,34,16,0,0.68,0.32
bge,9,50,50,41,9,0,0.82,0.18
bge,10,50,50,48,2,0,0.96,0.04
bge,11,50,50,28,22,0,0.56,0.44
bge,12,50,50,23,27,0,0.46,0.54
bge,13,50,50,39,11,0,0.78,0.22
bge,14,50,50,26,24,0,0.52,0.48
bge,15,50,50,35,15,0,0.7,0.3
bge,16,50,50,44,6,0,0.88,0.12
bge,17,50,50,42,8,0,0.84,0.16
bge,18,50,50,47,3,0,0.94,0.06
bge,19,50,50,38,12,0,0.76,0.24
bge,20,50,50,49,1,0,0.98,0.02
bge,21,50,50,34,16,0,0.68,0.32
bge,22,50,50,42,8,0,0.84,0.16
bge,23,50,50,41,9,0,0.82,0.18
bge,24,50,50,47,3,0,0.94,0.06
bge,25,50,50,44,6,0,0.88,0.12
bge,26,50,50,33,17,0,0.66,0.34
bge,27,50,50,45,5,0,0.9,0.1
bge,28,50,50,42,8,0,0.84,0.16
bge,29,50,50,40,10,0,0.8,0.2
bge,30,50,50,47,3,0,0.94,0.06
bge,31,50,50,33,17,0,0.66,0.34
bge,32,50,50,29,21,0,0.58,0.42
bge,33,50,50,28,22,0,0.56,0.44
bge,34,50,50,36,14,0,0.72,0.28
bge,35,50,50,48,2,0,0.96,0.04
bge,36,50,50,49,1,0,0.98,0.02
bge,37,50,50,45,5,0,0.9,0.1
bge,38,50,50,43,7,0,0.86,0.14
bge,39,50,50,50,0,0,1,0
bge,40,50,50,47,3,0,0.94,0.06
bge,41,50,50,49,1,0,0.98,0.02
bge,42,50,50,50,0,0,1,0
bge,43,50,50,42,8,0,0.84,0.16
bge,44,50,50,46,4,0,0.92,0.08
bge,45,50,50,45,5,0,0.9,0.1
bge,46,50,50,43,7,0,0.86,0.14
bge,47,50,50,42,8,0,0.84,0.16
bge,48,50,50,43,7,0,0.86,0.14
bge,49,50,50,34,16,0,0.68,0.32
bge,50,50,50,43,7,0,0.86,0.14
bge,1,100,100,53,47,0,0.53,0.47
bge,2,100,100,78,22,0,0.78,0.22
bge,3,100,100,68,32,0,0.68,0.32
bge,4,100,100,64,36,0,0.64,0.36
bge,5,100,100,67,33,0,0.67,0.33
bge,6,100,100,80,20,0,0.8,0.2
bge,7,100,100,82,18,0,0.82,0.18
bge,8,100,100,57,43,0,0.57,0.43
bge,9,100,100,55,45,0,0.55,0.45
bge,10,100,100,92,8,0,0.92,0.08
bge,11,100,100,55,45,0,0.55,0.45
bge,12,100,100,42,58,0,0.42,0.58
bge,13,100,100,68,32,0,0.68,0.32
bge,14,100,100,41,59,0,0.41,0.59
bge,15,100,100,57,43,0,0.57,0.43
bge,16,100,100,81,19,0,0.81,0.19
bge,17,100,100,76,24,0,0.76,0.24
bge,18,100,100,84,16,0,0.84,0.16
bge,19,100,100,61,39,0,0.61,0.39
bge,20,100,100,91,9,0,0.91,0.09
bge,21,100,100,66,34,0,0.66,0.34
bge,22,100,100,73,27,0,0.73,0.27
bge,23,100,100,71,29,0,0.71,0.29
bge,24,100,100,86,14,0,0.86,0.14
bge,25,100,100,77,23,0,0.77,0.23
bge,26,100,100,54,46,0,0.54,0.46
bge,27,100,100,87,13,0,0.87,0.13
bge,28,100,100,83,17,0,0.83,0.17
bge,29,100,100,70,30,0,0.7,0.3
bge,30,100,100,82,18,0,0.82,0.18
bge,31,100,100,60,40,0,0.6,0.4
bge,32,100,100,48,52,0,0.48,0.52
bge,33,100,100,46,54,0,0.46,0.54
bge,34,100,100,51,49,0,0.51,0.49
bge,35,100,100,78,22,0,0.78,0.22
bge,36,100,100,95,5,0,0.95,0.05
bge,37,100,100,87,13,0,0.87,0.13
bge,38,100,100,73,27,0,0.73,0.27
bge,39,100,100,94,6,0,0.94,0.06
bge,40,100,100,94,6,0,0.94,0.06
bge,41,100,100,93,7,0,0.93,0.07
bge,42,100,100,99,1,0,0.99,0.01
bge,43,100,100,70,30,0,0.7,0.3
bge,44,100,100,89,11,0,0.89,0.11
bge,45,100,100,89,11,0,0.89,0.11
bge,46,100,100,62,38,0,0.62,0.38
bge,47,100,100,75,25,0,0.75,0.25
bge,48,100,100,64,36,0,0.64,0.36
bge,49,100,100,67,33,0,0.67,0.33
bge,50,100,100,71,29,0,0.71,0.29
bge,1,1000,1000,188,812,0,0.188,0.812
bge,2,1000,1000,256,744,0,0.256,0.744
bge,3,1000,1000,289,711,0,0.289,0.711
bge,4,1000,1000,249,751,0,0.249,0.751
bge,5,1000,1000,385,615,0,0.385,0.615
bge,6,1000,1000,379,621,0,0.379,0.621
bge,7,1000,1000,467,533,0,0.467,0.533
bge,8,1000,1000,231,769,0,0.231,0.769
bge,9,1000,1000,150,850,0,0.15,0.85
bge,10,1000,1000,407,593,0,0.407,0.593
bge,11,1000,1000,264,736,0,0.264,0.736
bge,12,1000,1000,204,796,0,0.204,0.796
bge,13,1000,1000,333,667,0,0.333,0.667
bge,14,1000,1000,128,872,0,0.128,0.872
bge,15,1000,1000,214,786,0,0.214,0.786
bge,16,1000,1000,256,744,0,0.256,0.744
bge,17,1000,1000,375,625,0,0.375,0.625
bge,18,1000,1000,350,650,0,0.35,0.65
bge,19,1000,1000,189,811,0,0.189,0.811
bge,20,1000,1000,351,649,0,0.351,0.649
bge,21,1000,1000,338,662,0,0.338,0.662
bge,22,1000,1000,315,685,0,0.315,0.685
bge,23,1000,1000,288,712,0,0.288,0.712
bge,24,1000,1000,352,648,0,0.352,0.648
bge,25,1000,1000,395,605,0,0.395,0.605
bge,26,1000,1000,297,703,0,0.297,0.703
bge,27,1000,1000,329,671,0,0.329,0.671
bge,28,1000,1000,425,575,0,0.425,0.575
bge,29,1000,1000,375,625,0,0.375,0.625
