method,query_id,label_rule,precision_k,recall_k,n_qrel_relevant,n_observed_relevant_at_precision_k,n_observed_relevant_at_recall_k,observed_precision,observed_recall
bm25_ce,19,strict_eq2,20,1000,45,3,23,0.15,0.511111111111
bm25_ce,20,strict_eq2,20,1000,419,19,313,0.95,0.747016706444
bm25_ce,21,strict_eq2,20,1000,554,13,172,0.65,0.310469314079
bm25_ce,22,strict_eq2,20,1000,340,17,186,0.85,0.547058823529
bm25_ce,23,strict_eq2,20,1000,190,5,118,0.25,0.621052631579
bm25_ce,24,strict_eq2,20,1000,264,13,216,0.65,0.818181818182
bm25_ce,25,strict_eq2,20,1000,375,14,87,0.7,0.232
bm25_ce,26,strict_eq2,20,1000,635,16,209,0.8,0.329133858268
bm25_ce,27,strict_eq2,20,1000,289,11,227,0.55,0.785467128028
bm25_ce,28,strict_eq2,20,1000,481,18,363,0.9,0.754677754678
bm25_ce,29,strict_eq2,20,1000,342,13,199,0.65,0.581871345029
bm25_ce,30,strict_eq2,20,1000,171,18,150,0.9,0.877192982456
bm25_ce,31,strict_eq2,20,1000,148,4,34,0.2,0.22972972973
bm25_ce,32,strict_eq2,20,1000,144,6,28,0.3,0.194444444444
bm25_ce,33,strict_eq2,20,1000,168,13,94,0.65,0.559523809524
bm25_ce,34,strict_eq2,20,1000,104,5,36,0.25,0.346153846154
bm25_ce,35,strict_eq2,20,1000,188,16,111,0.8,0.590425531915
bm25_ce,36,strict_eq2,20,1000,508,17,379,0.85,0.746062992126
bm25_ce,37,strict_eq2,20,1000,317,16,231,0.8,0.728706624606
bm25_ce,38,strict_eq2,20,1000,689,13,214,0.65,0.310595065312
bm25_ce,39,strict_eq2,20,1000,460,16,349,0.8,0.758695652174
bm25_ce,40,strict_eq2,20,1000,348,18,278,0.9,0.798850574713
bm25_ce,41,strict_eq2,20,1000,230,16,97,0.8,0.421739130435
bm25_ce,42,strict_eq2,20,1000,222,17,170,0.85,0.765765765766
bm25_ce,43,strict_eq2,20,1000,166,16,127,0.8,0.765060240964
bm25_ce,44,strict_eq2,20,1000,318,16,216,0.8,0.679245283019
bm25_ce,45,strict_eq2,20,1000,490,9,281,0.45,0.573469387755
bm25_ce,46,strict_eq2,20,1000,85,6,49,0.3,0.576470588235
bm25_ce,47,strict_eq2,20,1000,317,12,143,0.6,0.451104100946
bm25_ce,48,strict_eq2,20,1000,257,17,142,0.85,0.552529182879
bm25_ce,49,strict_eq2,20,1000,126,10,46,0.5,0.365079365079
bm25_ce,50,strict_eq2,20,1000,47,4,29,0.2,0.617021276596
bm25_ce,1,relaxed_ge1,20,1000,637,11,165,0.55,0.259026687598
bm25_ce,2,relaxed_ge1,20,1000,314,14,94,0.7,0.299363057325
bm25_ce,3,relaxed_ge1,20,1000,628,18,216,0.9,0.343949044586
bm25_ce,4,relaxed_ge1,20,1000,529,12,133,0.6,0.251417769376
bm25_ce,5,relaxed_ge1,20,1000,614,13,271,0.65,0.441368078176
bm25_ce,6,relaxed_ge1,20,1000,959,18,309,0.9,0.322210636079
bm25_ce,7,relaxed_ge1,20,1000,481,15,313,0.75,0.650727650728
bm25_ce,8,relaxed_ge1,20,1000,632,17,156,0.85,0.246835443038
bm25_ce,9,relaxed_ge1,20,1000,191,4,110,0.2,0.575916230366
bm25_ce,10,relaxed_ge1,20,1000,475,17,271,0.85,0.570526315789
bm25_ce,11,relaxed_ge1,20,1000,415,9,143,0.45,0.344578313253
bm25_ce,12,relaxed_ge1,20,1000,616,9,166,0.45,0.269480519481
bm25_ce,13,relaxed_ge1,20,1000,867,18,246,0.9,0.283737024221
bm25_ce,14,relaxed_ge1,20,1000,255,5,90,0.25,0.352941176471
bm25_ce,15,relaxed_ge1,20,1000,423,4,17,0.2,0.0401891252955
bm25_ce,16,relaxed_ge1,20,1000,387,18,95,0.9,0.245478036176
bm25_ce,17,relaxed_ge1,20,1000,668,20,307,1,0.459580838323
bm25_ce,18,relaxed_ge1,20,1000,628,19,345,0.95,0.549363057325
bm25_ce,19,relaxed_ge1,20,1000,111,9,62,0.45,0.558558558559
bm25_ce,20,relaxed_ge1,20,1000,702,20,415,1,0.591168091168
bm25_ce,21,relaxed_ge1,20,1000,630,14,190,0.7,0.301587301587
bm25_ce,22,relaxed_ge1,20,1000,546,20,254,1,0.465201465201
bm25_ce,23,relaxed_ge1,20,1000,371,7,183,0.35,0.493261455526
bm25_ce,24,relaxed_ge1,20,1000,404,16,272,0.8,0.673267326733
bm25_ce,25,relaxed_ge1,20,1000,529,16,117,0.8,0.221172022684
bm25_ce,26,relaxed_ge1,20,1000,778,17,243,0.85,0.31233933162
bm25_ce,27,relaxed_ge1,20,1000,849,13,388,0.65,0.457008244994
bm25_ce,28,relaxed_ge1,20,1000,551,18,383,0.9,0.695099818512
bm25_ce,29,relaxed_ge1,20,1000,604,16,306,0.8,0.506622516556
bm25_ce,30,relaxed_ge1,20,1000,370,20,252,1,0.681081081081
bm25_ce,31,relaxed_ge1,20,1000,353,12,99,0.6,0.28045325779
bm25_ce,32,relaxed_ge1,20,1000,216,9,47,0.45,0.217592592593
bm25_ce,33,relaxed_ge1,20,1000,281,17,140,0.85,0.498220640569
bm25_ce,34,relaxed_ge1,20,1000,172,8,57,0.4,0.331395348837
bm25_ce,35,relaxed_ge1,20,1000,218,17,118,0.85,0.54128440367
bm25_ce,36,relaxed_ge1,20,1000,611,19,430,0.95,0.703764320786
bm25_ce,37,relaxed_ge1,20,1000,450,20,307,1,0.682222222222
bm25_ce,38,relaxed_ge1,20,1000,1266,17,392,0.85,0.309636650869
bm25_ce,39,relaxed_ge1,20,1000,860,20,594,1,0.690697674419
bm25_ce,40,relaxed_ge1,20,1000,556,20,374,1,0.672661870504
bm25_ce,41,relaxed_ge1,20,1000,311,18,121,0.9,0.389067524116
bm25_ce,42,relaxed_ge1,20,1000,243,20,188,1,0.77366255144
bm25_ce,43,relaxed_ge1,20,1000,253,18,162,0.9,0.640316205534
bm25_ce,44,relaxed_ge1,20,1000,483,17,298,0.85,0.616977225673
bm25_ce,45,relaxed_ge1,20,1000,806,17,505,0.85,0.626550868486
bm25_ce,46,relaxed_ge1,20,1000,182,7,88,0.35,0.483516483516
bm25_ce,47,relaxed_ge1,20,1000,420,15,188,0.75,0.447619047619
bm25_ce,48,relaxed_ge1,20,1000,444,20,222,1,0.5
bm25_ce,49,relaxed_ge1,20,1000,247,13,93,0.65,0.376518218623
bm25_ce,50,relaxed_ge1,20,1000,137,9,76,0.45,0.554744525547
