method_a,method_b,query_id,k,label_rule,observed_delta,lower_bound,upper_bound,unjudged_a,unjudged_b,unjudged_shared,unjudged_a_only,unjudged_b_only
direct_mmr,bm25,37,100,strict_eq2,-0.46,-0.47,0.38,84,1,0,84,1
direct_mmr,bm25,38,100,strict_eq2,-0.33,-0.48,0.43,76,15,0,76,15
direct_mmr,bm25,39,100,strict_eq2,-0.6,-0.6,0.25,85,0,0,85,0
direct_mmr,bm25,40,100,strict_eq2,-0.85,-0.86,-0.02,83,1,0,83,1
direct_mmr,bm25,41,100,strict_eq2,-0.54,-0.57,0.34,88,3,0,88,3
direct_mmr,bm25,42,100,strict_eq2,-0.6,-0.65,0.29,89,5,0,89,5
direct_mmr,bm25,43,100,strict_eq2,-0.62,-0.63,0.14,76,1,0,76,1
direct_mmr,bm25,44,100,strict_eq2,-0.45,-0.57,0.41,86,12,0,86,12
direct_mmr,bm25,45,100,strict_eq2,-0.31,-0.41,0.55,86,10,0,86,10
direct_mmr,bm25,46,100,strict_eq2,-0.29,-0.4,0.54,85,13,2,83,11
direct_mmr,bm25,47,100,strict_eq2,-0.25,-0.64,0.64,90,40,1,89,39
direct_mmr,bm25,48,100,strict_eq2,-0.26,-0.72,0.52,80,48,2,78,46
direct_mmr,bm25,49,100,strict_eq2,-0.06,-0.29,0.85,91,23,0,91,23
direct_mmr,bm25,50,100,strict_eq2,-0.11,-0.34,0.7,82,24,1,81,23
direct_mmr,bm25,1,100,relaxed_ge1,-0.28,-0.67,0.59,94,46,7,87,39
direct_mmr,bm25,2,100,relaxed_ge1,-0.41,-0.61,0.39,82,22,2,80,20
direct_mmr,bm25,3,100,relaxed_ge1,-0.43,-0.61,0.38,85,22,4,81,18
direct_mmr,bm25,4,100,relaxed_ge1,-0.24,-0.52,0.63,90,31,3,87,28
direct_mmr,bm25,5,100,relaxed_ge1,-0.52,-0.8,0.35,88,29,1,87,28
direct_mmr,bm25,6,100,relaxed_ge1,-0.51,-0.81,0.35,89,33,3,86,30
direct_mmr,bm25,7,100,relaxed_ge1,-0.53,-0.63,0.37,92,12,2,90,10
direct_mmr,bm25,8,100,relaxed_ge1,-0.4,-0.72,0.43,90,39,7,83,32
direct_mmr,bm25,9,100,relaxed_ge1,-0.29,-0.38,0.57,89,12,3,86,9
direct_mmr,bm25,10,100,relaxed_ge1,-0.67,-0.78,0.23,90,11,0,90,11
direct_mmr,bm25,11,100,relaxed_ge1,-0.29,-0.41,0.56,88,15,3,85,12
direct_mmr,bm25,12,100,relaxed_ge1,-0.37,-0.56,0.45,85,22,3,82,19
direct_mmr,bm25,13,100,relaxed_ge1,-0.53,-0.76,0.33,86,23,0,86,23
direct_mmr,bm25,14,100,relaxed_ge1,-0.61,-0.64,0.17,79,4,1,78,3
direct_mmr,bm25,15,100,relaxed_ge1,-0.03,-0.5,0.78,85,51,4,81,47
direct_mmr,bm25,16,100,relaxed_ge1,-0.17,-0.48,0.6,84,38,7,77,31
direct_mmr,bm25,17,100,relaxed_ge1,-0.55,-0.77,0.35,90,22,0,90,22
direct_mmr,bm25,18,100,relaxed_ge1,-0.68,-0.8,0.18,86,12,0,86,12
direct_mmr,bm25,19,100,relaxed_ge1,-0.23,-0.38,0.6,85,17,2,83,15
direct_mmr,bm25,20,100,relaxed_ge1,-0.63,-0.72,0.23,87,10,1,86,9
direct_mmr,bm25,21,100,relaxed_ge1,-0.44,-0.63,0.49,95,21,2,93,19
direct_mmr,bm25,22,100,relaxed_ge1,-0.6,-0.85,0.3,92,27,2,90,25
direct_mmr,bm25,23,100,relaxed_ge1,-0.5,-0.8,0.39,91,32,2,89,30
direct_mmr,bm25,24,100,relaxed_ge1,-0.69,-0.84,0.2,90,16,1,89,15
direct_mmr,bm25,25,100,relaxed_ge1,-0.15,-0.49,0.72,87,34,0,87,34
direct_mmr,bm25,26,100,relaxed_ge1,-0.4,-0.78,0.54,94,38,0,94,38
direct_mmr,bm25,27,100,relaxed_ge1,-0.81,-0.91,0.1,91,10,0,91,10
direct_mmr,bm25,28,100,relaxed_ge1,-0.74,-0.89,0.24,99,16,1,98,15
direct_mmr,bm25,29,100,relaxed_ge1,-0.56,-0.6,0.31,87,4,0,87,4
direct_mmr,bm25,30,100,relaxed_ge1,-0.82,-0.88,0.11,93,6,0,93,6
direct_mmr,bm25,31,100,relaxed_ge1,-0.2,-0.22,0.68,88,2,0,88,2
direct_mmr,bm25,32,100,relaxed_ge1,-0.16,-0.37,0.77,94,22,1,93,21
direct_mmr,bm25,33,100,relaxed_ge1,-0.43,-0.59,0.49,92,16,0,92,16
direct_mmr,bm25,34,100,relaxed_ge1,-0.15,-0.6,0.68,89,51,6,83,45
direct_mmr,bm25,35,100,relaxed_ge1,-0.41,-0.56,0.41,83,16,1,82,15
direct_mmr,bm25,36,100,relaxed_ge1,-0.79,-0.81,0.11,90,2,0,90,2
direct_mmr,bm25,37,100,relaxed_ge1,-0.7,-0.71,0.14,84,1,0,84,1
direct_mmr,bm25,38,100,relaxed_ge1,-0.45,-0.6,0.31,76,15,0,76,15
direct_mmr,bm25,39,100,relaxed_ge1,-0.86,-0.86,-0.01,85,0,0,85,0
direct_mmr,bm25,40,100,relaxed_ge1,-0.94,-0.95,-0.11,83,1,0,83,1
direct_mmr,bm25,41,100,relaxed_ge1,-0.61,-0.64,0.27,88,3,0,88,3
direct_mmr,bm25,42,100,relaxed_ge1,-0.68,-0.73,0.21,89,5,0,89,5
direct_mmr,bm25,43,100,relaxed_ge1,-0.7,-0.71,0.06,76,1,0,76,1
direct_mmr,bm25,44,100,relaxed_ge1,-0.57,-0.69,0.29,86,12,0,86,12
direct_mmr,bm25,45,100,relaxed_ge1,-0.76,-0.86,0.1,86,10,0,86,10
direct_mmr,bm25,46,100,relaxed_ge1,-0.38,-0.49,0.45,85,13,2,83,11
direct_mmr,bm25,47,100,relaxed_ge1,-0.3,-0.69,0.59,90,40,1,89,39
direct_mmr,bm25,48,100,relaxed_ge1,-0.34,-0.8,0.44,80,48,2,78,46
direct_mmr,bm25,49,100,relaxed_ge1,-0.19,-0.42,0.72,91,23,0,91,23
direct_mmr,bm25,50,100,relaxed_ge1,-0.29,-0.52,0.52,82,24,1,81,23
direct_mmr_rerank,bm25,1,20,strict_eq2,-0.15,-0.25,0.6,16,3,1,15,2
direct_mmr_rerank,bm25,2,20,strict_eq2,-0.3,-0.35,0.3,12,1,0,12,1
direct_mmr_rerank,bm25,3,20,strict_eq2,-0.1,-0.2,0.5,12,2,0,12,2
direct_mmr_rerank,bm25,4,20,strict_eq2,-0.05,-0.05,0.7,15,0,0,15,0
direct_mmr_rerank,bm25,5,20,strict_eq2,-0.3,-0.4,0.5,16,2,0,16,2
direct_mmr_rerank,bm25,6,20,strict_eq2,-0.65,-0.7,0.1,15,1,0,15,1
direct_mmr_rerank,bm25,7,20,strict_eq2,-0.55,-0.55,0.2,15,0,0,15,0
direct_mmr_rerank,bm25,8,20,strict_eq2,-0.3,-0.55,0.3,12,5,0,12,5
direct_mmr_rerank,bm25,9,20,strict_eq2,-0.05,-0.05,0.85,18,0,0,18,0
direct_mmr_rerank,bm25,10,20,strict_eq2,-0.7,-0.7,0.1,16,0,0,16,0
direct_mmr_rerank,bm25,11,20,strict_eq2,-0.35,-0.45,0.3,13,2,0,13,2
direct_mmr_rerank,bm25,12,20,strict_eq2,-0.05,-0.25,0.65,14,4,0,14,4
direct_mmr_rerank,bm25,13,20,strict_eq2,-0.35,-0.4,0.4,15,1,0,15,1
direct_mmr_rerank,bm25,14,20,strict_eq2,-0.45,-0.45,0.05,10,0,0,10,0
direct_mmr_rerank,bm25,15,20,strict_eq2,-0.05,-0.3,0.6,14,6,1,13,5
direct_mmr_rerank,bm25,16,20,strict_eq2,-0.15,-0.25,0.55,15,3,1,14,2
direct_mmr_rerank,bm25,17,20,strict_eq2,-0.25,-0.35,0.5,15,2,0,15,2
direct_mmr_rerank,bm25,18,20,strict_eq2,-0.35,-0.35,0.4,15,0,0,15,0
direct_mmr_rerank,bm25,19,20,strict_eq2,-0.25,-0.25,0.35,12,0,0,12,0
direct_mmr_rerank,bm25,20,20,strict_eq2,-0.85,-0.9,-0.35,11,2,1,10,1
direct_mmr_rerank,bm25,21,20,strict_eq2,-0.3,-0.4,0.6,18,2,0,18,2
direct_mmr_rerank,bm25,22,20,strict_eq2,-0.65,-0.85,0.2,17,4,0,17,4
direct_mmr_rerank,bm25,23,20,strict_eq2,-0.7,-0.75,0.1,16,1,0,16,1
direct_mmr_rerank,bm25,24,20,strict_eq2,-0.65,-0.75,0.15,16,2,0,16,2
direct_mmr_rerank,bm25,25,20,strict_eq2,-0.05,-0.3,0.5,11,5,0,11,5
direct_mmr_rerank,bm25,26,20,strict_eq2,-0.4,-0.55,0.25,13,3,0,13,3
direct_mmr_rerank,bm25,27,20,strict_eq2,-0.7,-0.8,0,14,2,0,14,2
direct_mmr_rerank,bm25,28,20,strict_eq2,-0.65,-0.65,0,13,0,0,13,0
direct_mmr_rerank,bm25,29,20,strict_eq2,-0.55,-0.55,-0.1,9,0,0,9,0
direct_mmr_rerank,bm25,30,20,strict_eq2,-0.85,-0.85,0,17,0,0,17,0
direct_mmr_rerank,bm25,31,20,strict_eq2,-0.1,-0.15,0.5,12,1,0,12,1
direct_mmr_rerank,bm25,32,20,strict_eq2,-0.25,-0.25,0.25,10,0,0,10,0
direct_mmr_rerank,bm25,33,20,strict_eq2,-0.35,-0.35,0.35,14,0,0,14,0
direct_mmr_rerank,bm25,34,20,strict_eq2,-0.25,-0.45,0.5,17,6,2,15,4
direct_mmr_rerank,bm25,35,20,strict_eq2,-0.35,-0.35,0.3,13,0,0,13,0
direct_mmr_rerank,bm25,36,20,strict_eq2,-0.6,-0.6,0.05,13,0,0,13,0
direct_mmr_rerank,bm25,37,20,strict_eq2,-0.4,-0.4,0.3,14,0,0,14,0
direct_mmr_rerank,bm25,38,20,strict_eq2,-0.45,-0.45,0.1,11,0,0,11,0
direct_mmr_rerank,bm25,39,20,strict_eq2,-0.65,-0.65,-0.2,9,0,0,9,0
direct_mmr_rerank,bm25,40,20,strict_eq2,-0.9,-0.9,-0.55,7,0,0,7,0
direct_mmr_rerank,bm25,41,20,strict_eq2,-0.65,-0.65,-0.05,12,0,0,12,0
direct_mmr_rerank,bm25,42,20,strict_eq2,-0.55,-0.55,0.2,15,0,0,15,0
direct_mmr_rerank,bm25,43,20,strict_eq2,-0.5,-0.5,-0.15,7,0,0,7,0
direct_mmr_rerank,bm25,44,20,strict_eq2,-0.65,-0.7,0,13,1,0,13,1
direct_mmr_rerank,bm25,45,20,strict_eq2,-0.4,-0.45,0,8,1,0,8,1
direct_mmr_rerank,bm25,46,20,strict_eq2,-0.35,-0.35,0.05,8,0,0,8,0
direct_mmr_rerank,bm25,47,20,strict_eq2,-0.2,-0.45,0.5,15,6,1,14,5
direct_mmr_rerank,bm25,48,20,strict_eq2,-0.7,-0.85,0.1,16,3,0,16,3
direct_mmr_rerank,bm25,49,20,strict_eq2,-0.15,-0.2,0.5,13,1,0,13,1
direct_mmr_rerank,bm25,50,20,strict_eq2,-0.25,-0.25,0.15,8,0,0,8,0
direct_mmr_rerank,bm25,1,20,relaxed_ge1,-0.5,-0.6,0.25,16,3,1,15,2
direct_mmr_rerank,bm25,2,20,relaxed_ge1,-0.3,-0.35,0.3,12,1,0,12,1
direct_mmr_rerank,bm25,3,20,relaxed_ge1,-0.2,-0.3,0.4,12,2,0,12,2
direct_mmr_rerank,bm25,4,20,relaxed_ge1,-0.05,-0.05,0.7,15,0,0,15,0
direct_mmr_rerank,bm25,5,20,relaxed_ge1,-0.75,-0.85,0.05,16,2,0,16,2
direct_mmr_rerank,bm25,6,20,relaxed_ge1,-0.7,-0.75,0.05,15,1,0,15,1
direct_mmr_rerank,bm25,7,20,relaxed_ge1,-0.6,-0.6,0.15,15,0,0,15,0
direct_mmr_rerank,bm25,8,20,relaxed_ge1,-0.45,-0.7,0.15,12,5,0,12,5
direct_mmr_rerank,bm25,9,20,relaxed_ge1,-0.15,-0.15,0.75,18,0,0,18,0
direct_mmr_rerank,bm25,10,20,relaxed_ge1,-0.85,-0.85,-0.05,16,0,0,16,0
direct_mmr_rerank,bm25,11,20,relaxed_ge1,-0.35,-0.45,0.3,13,2,0,13,2
direct_mmr_rerank,bm25,12,20,relaxed_ge1,-0.25,-0.45,0.45,14,4,0,14,4
direct_mmr_rerank,bm25,13,20,relaxed_ge1,-0.7,-0.75,0.05,15,1,0,15,1
direct_mmr_rerank,bm25,14,20,relaxed_ge1,-0.7,-0.7,-0.2,10,0,0,10,0
direct_mmr_rerank,bm25,15,20,relaxed_ge1,-0.15,-0.4,0.5,14,6,1,13,5
direct_mmr_rerank,bm25,16,20,relaxed_ge1,-0.25,-0.35,0.45,15,3,1,14,2
direct_mmr_rerank,bm25,17,20,relaxed_ge1,-0.5,-0.6,0.25,15,2,0,15,2
direct_mmr_rerank,bm25,18,20,relaxed_ge1,-0.6,-0.6,0.15,15,0,0,15,0
direct_mmr_rerank,bm25,19,20,relaxed_ge1,-0.65,-0.65,-0.05,12,0,0,12,0
direct_mmr_rerank,bm25,20,20,relaxed_ge1,-0.65,-0.7,-0.15,11,2,1,10,1
direct_mmr_rerank,bm25,21,20,relaxed_ge1,-0.4,-0.5,0.5,18,2,0,18,2
direct_mmr_rerank,bm25,22,20,relaxed_ge1,-0.75,-0.95,0.1,17,4,0,17,4
direct_mmr_rerank,bm25,23,20,relaxed_ge1,-0.75,-0.8,0.05,16,1,0,16,1
direct_mmr_rerank,bm25,24,20,relaxed_ge1,-0.7,-0.8,0.1,16,2,0,16,2
direct_mmr_rerank,bm25,25,20,relaxed_ge1,0,-0.25,0.55,11,5,0,11,5
direct_mmr_rerank,bm25,26,20,relaxed_ge1,-0.4,-0.55,0.25,13,3,0,13,3
direct_mmr_rerank,bm25,27,20,relaxed_ge1,-0.65,-0.75,0.05,14,2,0,14,2
direct_mmr_rerank,bm25,28,20,relaxed_ge1,-0.7,-0.7,-0.05,13,0,0,13,0
direct_mmr_rerank,bm25,29,20,relaxed_ge1,-0.6,-0.6,-0.15,9,0,0,9,0
direct_mmr_rerank,bm25,30,20,relaxed_ge1,-0.85,-0.85,0,17,0,0,17,0
direct_mmr_rerank,bm25,31,20,relaxed_ge1,-0.15,-0.2,0.45,12,1,0,12,1
direct_mmr_rerank,bm25,32,20,relaxed_ge1,-0.35,-0.35,0.15,10,0,0,10,0
direct_mmr_rerank,bm25,33,20,relaxed_ge1,-0.65,-0.65,0.05,14,0,0,14,0
direct_mmr_rerank,bm25,34,20,relaxed_ge1,-0.35,-0.55,0.4,17,6,2,15,4
direct_mmr_rerank,bm25,35,20,relaxed_ge1,-0.35,-0.35,0.3,13,0,0,13,0
direct_mmr_rerank,bm25,36,20,relaxed_ge1,-0.65,-0.65,0,13,0,0,13,0
direct_mmr_rerank,bm25,37,20,relaxed_ge1,-0.7,-0.7,0,14,0,0,14,0
direct_mmr_rerank,bm25,38,20,relaxed_ge1,-0.35,-0.35,0.2,11,0,0,11,0
direct_mmr_rerank,bm25,39,20,relaxed_ge1,-0.6,-0.6,-0.15,9,0,0,9,0
direct_mmr_rerank,bm25,40,20,relaxed_ge1,-0.85,-0.85,-0.5,7,0,0,7,0
direct_mmr_rerank,bm25,41,20,relaxed_ge1,-0.65,-0.65,-0.05,12,0,0,12,0
direct_mmr_rerank,bm25,42,20,relaxed_ge1,-0.7,-0.7,0.05,15,0,0,15,0
direct_mmr_rerank,bm25,43,20,relaxed_ge1,-0.55,-0.55,-0.2,7,0,0,7,0
direct_mmr_rerank,bm25,44,20,relaxed_ge1,-0.8,-0.85,-0.15,13,1,0,13,1
direct_mmr_rerank,bm25,45,20,relaxed_ge1,-0.45,-0.5,-0.05,8,1,0,8,1
direct_mmr_rerank,bm25,46,20,relaxed_ge1,-0.6,-0.6,-0.2,8,0,0,8,0
direct_mmr_rerank,bm25,47,20,relaxed_ge1,-0.3,-0.55,0.4,15,6,1,14,5
direct_mmr_rerank,bm25,48,20,relaxed_ge1,-0.7,-0.85,0.1,16,3,0,16,3
direct_mmr_rerank,bm25,49,20,relaxed_ge1,-0.3,-0.35,0.35,13,1,0,13,1
direct_mmr_rerank,bm25,50,20,relaxed_ge1,-0.55,-0.55,-0.15,8,0,0,8,0
direct_mmr_rerank,bm25,1,100,strict_eq2,-0.13,-0.5,0.58,80,46,9,71,37
direct_mmr_rerank,bm25,2,100,strict_eq2,-0.35,-0.5,0.29,71,22,7,64,15
direct_mmr_rerank,bm25,3,100,strict_eq2,-0.23,-0.36,0.38,70,22,9,61,13
direct_mmr_rerank,bm25,4,100,strict_eq2,-0.13,-0.36,0.56,77,31,8,69,23
direct_mmr_rerank,bm25,5,100,strict_eq2,-0.18,-0.45,0.51,71,29,2,69,27
direct_mmr_rerank,bm25,6,100,strict_eq2,-0.29,-0.56,0.25,60,33,6,54,27
direct_mmr_rerank,bm25,7,100,strict_eq2,-0.37,-0.47,0.23,62,12,2,60,10
direct_mmr_rerank,bm25,8,100,strict_eq2,-0.21,-0.49,0.42,74,39,11,63,28
direct_mmr_rerank,bm25,9,100,strict_eq2,-0.13,-0.21,0.61,78,12,4,74,8
direct_mmr_rerank,bm25,10,100,strict_eq2,-0.34,-0.42,0.31,68,11,3,65,8
direct_mmr_rerank,bm25,11,100,strict_eq2,-0.14,-0.27,0.49,65,15,2,63,13
direct_mmr_rerank,bm25,12,100,strict_eq2,-0.06,-0.21,0.6,73,22,7,66,15
direct_mmr_rerank,bm25,13,100,strict_eq2,-0.23,-0.44,0.45,70,23,2,68,21
direct_mmr_rerank,bm25,14,100,strict_eq2,-0.29,-0.33,0.35,64,4,0,64,4
direct_mmr_rerank,bm25,15,100,strict_eq2,-0.02,-0.45,0.62,72,51,8,64,43
direct_mmr_rerank,bm25,16,100,strict_eq2,-0.05,-0.38,0.55,65,38,5,60,33
direct_mmr_rerank,bm25,17,100,strict_eq2,-0.23,-0.44,0.52,76,22,1,75,21
direct_mmr_rerank,bm25,18,100,strict_eq2,-0.32,-0.44,0.34,66,12,0,66,12
direct_mmr_rerank,bm25,19,100,strict_eq2,-0.09,-0.21,0.49,63,17,5,58,12
direct_mmr_rerank,bm25,20,100,strict_eq2,-0.47,-0.54,0.13,63,10,3,60,7
direct_mmr_rerank,bm25,21,100,strict_eq2,-0.35,-0.52,0.35,74,21,4,70,17
direct_mmr_rerank,bm25,22,100,strict_eq2,-0.43,-0.62,0.26,77,27,8,69,19
direct_mmr_rerank,bm25,23,100,strict_eq2,-0.36,-0.62,0.43,85,32,6,79,26
direct_mmr_rerank,bm25,24,100,strict_eq2,-0.53,-0.66,0.13,69,16,3,66,13
direct_mmr_rerank,bm25,25,100,strict_eq2,-0.01,-0.34,0.56,58,34,1,57,33
direct_mmr_rerank,bm25,26,100,strict_eq2,-0.22,-0.55,0.48,75,38,5,70,33
direct_mmr_rerank,bm25,27,100,strict_eq2,-0.47,-0.56,0.24,72,10,1,71,9
direct_mmr_rerank,bm25,28,100,strict_eq2,-0.54,-0.68,0.15,71,16,2,69,14
direct_mmr_rerank,bm25,29,100,strict_eq2,-0.33,-0.36,0.24,58,4,1,57,3
direct_mmr_rerank,bm25,30,100,strict_eq2,-0.54,-0.59,0.2,75,6,1,74,5
direct_mmr_rerank,bm25,31,100,strict_eq2,-0.09,-0.1,0.53,63,2,1,62,1
direct_mmr_rerank,bm25,32,100,strict_eq2,-0.08,-0.29,0.72,81,22,1,80,21
direct_mmr_rerank,bm25,33,100,strict_eq2,-0.26,-0.38,0.38,68,16,4,64,12
direct_mmr_rerank,bm25,34,100,strict_eq2,-0.03,-0.42,0.64,79,51,12,67,39
direct_mmr_rerank,bm25,35,100,strict_eq2,-0.36,-0.47,0.27,68,16,5,63,11
direct_mmr_rerank,bm25,36,100,strict_eq2,-0.43,-0.45,0.06,49,2,0,49,2
direct_mmr_rerank,bm25,37,100,strict_eq2,-0.32,-0.33,0.22,54,1,0,54,1
direct_mmr_rerank,bm25,38,100,strict_eq2,-0.21,-0.32,0.18,43,15,4,39,11
direct_mmr_rerank,bm25,39,100,strict_eq2,-0.38,-0.38,0.05,43,0,0,43,0
direct_mmr_rerank,bm25,40,100,strict_eq2,-0.65,-0.66,-0.19,46,1,0,46,1
direct_mmr_rerank,bm25,41,100,strict_eq2,-0.48,-0.5,0.14,63,3,1,62,2
direct_mmr_rerank,bm25,42,100,strict_eq2,-0.5,-0.53,0.07,59,5,2,57,3
direct_mmr_rerank,bm25,43,100,strict_eq2,-0.47,-0.47,0,48,1,1,47,0
direct_mmr_rerank,bm25,44,100,strict_eq2,-0.36,-0.45,0.24,63,12,3,60,9
direct_mmr_rerank,bm25,45,100,strict_eq2,-0.17,-0.26,0.37,55,10,1,54,9
direct_mmr_rerank,bm25,46,100,strict_eq2,-0.24,-0.33,0.39,67,13,4,63,9
direct_mmr_rerank,bm25,47,100,strict_eq2,-0.19,-0.49,0.37,66,40,10,56,30
direct_mmr_rerank,bm25,48,100,strict_eq2,-0.22,-0.65,0.48,75,48,5,70,43
direct_mmr_rerank,bm25,49,100,strict_eq2,-0.01,-0.21,0.63,67,23,3,64,20
direct_mmr_rerank,bm25,50,100,strict_eq2,-0.08,-0.28,0.44,56,24,4,52,20
direct_mmr_rerank,bm25,1,100,relaxed_ge1,-0.24,-0.61,0.47,80,46,9,71,37
direct_mmr_rerank,bm25,2,100,relaxed_ge1,-0.37,-0.52,0.27,71,22,7,64,15
direct_mmr_rerank,bm25,3,100,relaxed_ge1,-0.36,-0.49,0.25,70,22,9,61,13
direct_mmr_rerank,bm25,4,100,relaxed_ge1,-0.16,-0.39,0.53,77,31,8,69,23
direct_mmr_rerank,bm25,5,100,relaxed_ge1,-0.38,-0.65,0.31,71,29,2,69,27
direct_mmr_rerank,bm25,6,100,relaxed_ge1,-0.32,-0.59,0.22,60,33,6,54,27
direct_mmr_rerank,bm25,7,100,relaxed_ge1,-0.41,-0.51,0.19,62,12,2,60,10
direct_mmr_rerank,bm25,8,100,relaxed_ge1,-0.31,-0.59,0.32,74,39,11,63,28
direct_mmr_rerank,bm25,9,100,relaxed_ge1,-0.25,-0.33,0.49,78,12,4,74,8
direct_mmr_rerank,bm25,10,100,relaxed_ge1,-0.58,-0.66,0.07,68,11,3,65,8
direct_mmr_rerank,bm25,11,100,relaxed_ge1,-0.19,-0.32,0.44,65,15,2,63,13
direct_mmr_rerank,bm25,12,100,relaxed_ge1,-0.25,-0.4,0.41,73,22,7,66,15
direct_mmr_rerank,bm25,13,100,relaxed_ge1,-0.42,-0.63,0.26,70,23,2,68,21
direct_mmr_rerank,bm25,14,100,relaxed_ge1,-0.52,-0.56,0.12,64,4,0,64,4
direct_mmr_rerank,bm25,15,100,relaxed_ge1,0,-0.43,0.64,72,51,8,64,43
direct_mmr_rerank,bm25,16,100,relaxed_ge1,-0.08,-0.41,0.52,65,38,5,60,33
direct_mmr_rerank,bm25,17,100,relaxed_ge1,-0.49,-0.7,0.26,76,22,1,75,21
direct_mmr_rerank,bm25,18,100,relaxed_ge1,-0.51,-0.63,0.15,66,12,0,66,12
direct_mmr_rerank,bm25,19,100,relaxed_ge1,-0.19,-0.31,0.39,63,17,5,58,12
direct_mmr_rerank,bm25,20,100,relaxed_ge1,-0.44,-0.51,0.16,63,10,3,60,7
direct_mmr_rerank,bm25,21,100,relaxed_ge1,-0.37,-0.54,0.33,74,21,4,70,17
direct_mmr_rerank,bm25,22,100,relaxed_ge1,-0.49,-0.68,0.2,77,27,8,69,19
direct_mmr_rerank,bm25,23,100,relaxed_ge1,-0.46,-0.72,0.33,85,32,6,79,26
direct_mmr_rerank,bm25,24,100,relaxed_ge1,-0.59,-0.72,0.07,69,16,3,66,13
direct_mmr_rerank,bm25,25,100,relaxed_ge1,0.01,-0.32,0.58,58,34,1,57,33
direct_mmr_rerank,bm25,26,100,relaxed_ge1,-0.26,-0.59,0.44,75,38,5,70,33
direct_mmr_rerank,bm25,27,100,relaxed_ge1,-0.65,-0.74,0.06,72,10,1,71,9
direct_mmr_rerank,bm25,28,100,relaxed_ge1,-0.52,-0.66,0.17,71,16,2,69,14
direct_mmr_rerank,bm25,29,100,relaxed_ge1,-0.37,-0.4,0.2,58,4,1,57,3
direct_mmr_rerank,bm25,30,100,relaxed_ge1,-0.68,-0.73,0.06,75,6,1,74,5
direct_mmr_rerank,bm25,31,100,relaxed_ge1,-0.15,-0.16,0.47,63,2,1,62,1
direct_mmr_rerank,bm25,32,100,relaxed_ge1,-0.1,-0.31,0.7,81,22,1,80,21
direct_mmr_rerank,bm25,33,100,relaxed_ge1,-0.37,-0.49,0.27,68,16,4,64,12
direct_mmr_rerank,bm25,34,100,relaxed_ge1,-0.09,-0.48,0.58,79,51,12,67,39
direct_mmr_rerank,bm25,35,100,relaxed_ge1,-0.36,-0.47,0.27,68,16,5,63,11
direct_mmr_rerank,bm25,36,100,relaxed_ge1,-0.46,-0.48,0.03,49,2,0,49,2
direct_mmr_rerank,bm25,37,100,relaxed_ge1,-0.52,-0.53,0.02,54,1,0,54,1
direct_mmr_rerank,bm25,38,100,relaxed_ge1,-0.22,-0.33,0.17,43,15,4,39,11
direct_mmr_rerank,bm25,39,100,relaxed_ge1,-0.47,-0.47,-0.04,43,0,0,43,0
direct_mmr_rerank,bm25,40,100,relaxed_ge1,-0.69,-0.7,-0.23,46,1,0,46,1
direct_mmr_rerank,bm25,41,100,relaxed_ge1,-0.54,-0.56,0.08,63,3,1,62,2
direct_mmr_rerank,bm25,42,100,relaxed_ge1,-0.57,-0.6,0,59,5,2,57,3
direct_mmr_rerank,bm25,43,100,relaxed_ge1,-0.53,-0.53,-0.06,48,1,1,47,0
direct_mmr_rerank,bm25,44,100,relaxed_ge1,-0.46,-0.55,0.14,63,12,3,60,9
direct_mmr_rerank,bm25,45,100,relaxed_ge1,-0.5,-0.59,0.04,55,10,1,54,9
direct_mmr_rerank,bm25,46,100,relaxed_ge1,-0.31,-0.4,0.32,67,13,4,63,9
direct_mmr_rerank,bm25,47,100,relaxed_ge1,-0.2,-0.5,0.36,66,40,10,56,30
direct_mmr_rerank,bm25,48,100,relaxed_ge1,-0.26,-0.69,0.44,75,48,5,70,43
direct_mmr_rerank,bm25,49,100,relaxed_ge1,-0.12,-0.32,0.52,67,23,3,64,20
direct_mmr_rerank,bm25,50,100,relaxed_ge1,-0.23,-0.43,0.29,56,24,4,52,20
query_expansion,bm25,1,20,strict_eq2,0.05,0,0.15,4,3,2,2,1
query_expansion,bm25,2,20,strict_eq2,0.4,0.4,0.4,1,1,1,0,0
query_expansion,bm25,3,20,strict_eq2,0.3,0.3,0.3,2,2,2,0,0
query_expansion,bm25,4,20,strict_eq2,0.1,0.1,0.25,3,0,0,3,0
query_expansion,bm25,5,20,strict_eq2,0.1,0.05,0.2,3,2,1,2,1
query_expansion,bm25,6,20,strict_eq2,0.15,0.1,0.15,0,1,0,0,1
query_expansion,bm25,7,20,strict_eq2,0.15,0.15,0.15,0,0,0,0,0
query_expansion,bm25,8,20,strict_eq2,0.1,0.05,0.1,4,5,4,0,1
query_expansion,bm25,9,20,strict_eq2,0.05,0.05,0.1,1,0,0,1,0
query_expansion,bm25,10,20,strict_eq2,0.15,0.15,0.15,0,0,0,0,0
query_expansion,bm25,11,20,strict_eq2,0.25,0.2,0.35,3,2,1,2,1
query_expansion,bm25,12,20,strict_eq2,0.05,-0.1,0.05,1,4,1,0,3
query_expansion,bm25,13,20,strict_eq2,0.05,0,0.05,0,1,0,0,1
query_expansion,bm25,14,20,strict_eq2,0.05,0.05,0.05,0,0,0,0,0
query_expansion,bm25,15,20,strict_eq2,0.1,-0.15,0.4,7,6,1,6,5
