method,baseline,query_id,k,stratum,n_pairs,n_judged,n_unjudged,n_explicit_minus1,n_relevant_strict,n_relevant_relaxed,judged_fraction,hole_fraction,observed_precision_strict,observed_precision_relaxed
bge,bm25,10,1000,method_only,488,86,402,0,44,69,0.176229508197,0.823770491803,0.0901639344262,0.141393442623
bge,bm25,10,1000,bm25_only,488,109,379,0,20,49,0.223360655738,0.776639344262,0.0409836065574,0.100409836066
bge,bm25,11,1000,shared,370,196,174,0,47,85,0.52972972973,0.47027027027,0.127027027027,0.22972972973
bge,bm25,11,1000,method_only,630,68,562,0,6,22,0.107936507937,0.892063492063,0.00952380952381,0.0349206349206
bge,bm25,11,1000,bm25_only,630,171,459,0,31,58,0.271428571429,0.728571428571,0.0492063492063,0.0920634920635
bge,bm25,12,1000,shared,184,96,88,0,25,55,0.521739130435,0.478260869565,0.135869565217,0.298913043478
bge,bm25,12,1000,method_only,816,108,708,0,39,59,0.132352941176,0.867647058824,0.0477941176471,0.0723039215686
bge,bm25,12,1000,bm25_only,816,231,585,0,43,111,0.283088235294,0.716911764706,0.0526960784314,0.136029411765
bge,bm25,13,1000,shared,248,167,81,0,67,140,0.673387096774,0.326612903226,0.270161290323,0.564516129032
bge,bm25,13,1000,method_only,752,166,586,0,47,136,0.220744680851,0.779255319149,0.0625,0.18085106383
bge,bm25,13,1000,bm25_only,752,194,558,0,31,106,0.257978723404,0.742021276596,0.0412234042553,0.140957446809
bge,bm25,14,1000,shared,153,62,91,0,31,43,0.40522875817,0.59477124183,0.202614379085,0.281045751634
bge,bm25,14,1000,method_only,847,66,781,0,10,19,0.0779220779221,0.922077922078,0.0118063754427,0.0224321133412
bge,bm25,14,1000,bm25_only,847,181,666,0,16,47,0.213695395514,0.786304604486,0.0188902007084,0.0554899645809
bge,bm25,15,1000,shared,104,53,51,0,4,5,0.509615384615,0.490384615385,0.0384615384615,0.0480769230769
bge,bm25,15,1000,method_only,896,161,735,0,45,93,0.1796875,0.8203125,0.0502232142857,0.103794642857
bge,bm25,15,1000,bm25_only,896,176,720,0,3,12,0.196428571429,0.803571428571,0.00334821428571,0.0133928571429
bge,bm25,16,1000,shared,134,106,28,0,46,71,0.791044776119,0.208955223881,0.34328358209,0.529850746269
bge,bm25,16,1000,method_only,866,150,716,0,42,76,0.173210161663,0.826789838337,0.0484988452656,0.0877598152425
bge,bm25,16,1000,bm25_only,866,166,700,0,7,24,0.19168591224,0.80831408776,0.0080831408776,0.0277136258661
bge,bm25,17,1000,shared,408,260,148,0,104,217,0.637254901961,0.362745098039,0.254901960784,0.531862745098
bge,bm25,17,1000,method_only,592,115,477,0,43,96,0.194256756757,0.805743243243,0.0726351351351,0.162162162162
bge,bm25,17,1000,bm25_only,592,151,441,0,40,90,0.255067567568,0.744932432432,0.0675675675676,0.152027027027
bge,bm25,18,1000,shared,453,282,171,0,149,247,0.622516556291,0.377483443709,0.328918322296,0.545253863135
bge,bm25,18,1000,method_only,547,68,479,0,32,46,0.124314442413,0.875685557587,0.0585009140768,0.0840950639854
bge,bm25,18,1000,bm25_only,547,175,372,0,41,98,0.319926873857,0.680073126143,0.0749542961609,0.17915904936
bge,bm25,19,1000,shared,167,106,61,0,14,34,0.634730538922,0.365269461078,0.0838323353293,0.203592814371
bge,bm25,19,1000,method_only,833,83,750,0,7,13,0.0996398559424,0.900360144058,0.00840336134454,0.015606242497
bge,bm25,19,1000,bm25_only,833,181,652,0,9,28,0.217286914766,0.782713085234,0.0108043217287,0.0336134453782
bge,bm25,20,1000,shared,455,296,159,0,264,289,0.650549450549,0.349450549451,0.58021978022,0.635164835165
bge,bm25,20,1000,method_only,545,55,490,0,40,49,0.100917431193,0.899082568807,0.0733944954128,0.0899082568807
bge,bm25,20,1000,bm25_only,545,210,335,0,49,126,0.385321100917,0.614678899083,0.0899082568807,0.23119266055
bge,bm25,21,1000,shared,254,178,76,0,111,116,0.700787401575,0.299212598425,0.437007874016,0.456692913386
bge,bm25,21,1000,method_only,746,160,586,0,105,118,0.214477211796,0.785522788204,0.140750670241,0.1581769437
bge,bm25,21,1000,bm25_only,746,154,592,0,61,74,0.206434316354,0.793565683646,0.0817694369973,0.0991957104558
bge,bm25,22,1000,shared,309,202,107,0,162,191,0.653721682848,0.346278317152,0.52427184466,0.618122977346
bge,bm25,22,1000,method_only,691,113,578,0,75,104,0.163531114327,0.836468885673,0.108538350217,0.150506512301
bge,bm25,22,1000,bm25_only,691,105,586,0,24,63,0.151953690304,0.848046309696,0.0347322720695,0.0911722141823
bge,bm25,23,1000,shared,340,194,146,0,99,143,0.570588235294,0.429411764706,0.291176470588,0.420588235294
bge,bm25,23,1000,method_only,660,94,566,0,15,47,0.142424242424,0.857575757576,0.0227272727273,0.0712121212121
bge,bm25,23,1000,bm25_only,660,104,556,0,19,40,0.157575757576,0.842424242424,0.0287878787879,0.0606060606061
bge,bm25,24,1000,shared,522,286,236,0,213,258,0.547892720307,0.452107279693,0.408045977011,0.494252873563
bge,bm25,24,1000,method_only,478,66,412,0,26,50,0.138075313808,0.861924686192,0.0543933054393,0.10460251046
bge,bm25,24,1000,bm25_only,478,59,419,0,3,14,0.123430962343,0.876569037657,0.00627615062762,0.0292887029289
bge,bm25,25,1000,shared,248,158,90,0,74,92,0.637096774194,0.362903225806,0.298387096774,0.370967741935
bge,bm25,25,1000,method_only,752,237,515,0,166,215,0.315159574468,0.684840425532,0.220744680851,0.285904255319
bge,bm25,25,1000,bm25_only,752,185,567,0,13,25,0.246010638298,0.753989361702,0.0172872340426,0.0332446808511
bge,bm25,26,1000,shared,298,157,141,0,131,139,0.526845637584,0.473154362416,0.439597315436,0.46644295302
bge,bm25,26,1000,method_only,702,140,562,0,99,113,0.19943019943,0.80056980057,0.141025641026,0.160968660969
bge,bm25,26,1000,bm25_only,702,167,535,0,78,104,0.237891737892,0.762108262108,0.111111111111,0.148148148148
bge,bm25,27,1000,shared,473,285,188,0,197,276,0.602536997886,0.397463002114,0.416490486258,0.583509513742
bge,bm25,27,1000,method_only,527,44,483,0,14,37,0.0834914611006,0.916508538899,0.0265654648956,0.0702087286528
bge,bm25,27,1000,bm25_only,527,152,375,0,30,112,0.288425047438,0.711574952562,0.0569259962049,0.212523719165
bge,bm25,28,1000,shared,627,358,269,0,323,334,0.570972886762,0.429027113238,0.515151515152,0.532695374801
bge,bm25,28,1000,method_only,373,67,306,0,52,60,0.179624664879,0.820375335121,0.139410187668,0.160857908847
bge,bm25,28,1000,bm25_only,373,65,308,0,40,49,0.174262734584,0.825737265416,0.107238605898,0.131367292225
bge,bm25,29,1000,shared,528,311,217,0,149,213,0.589015151515,0.410984848485,0.282196969697,0.403409090909
bge,bm25,29,1000,method_only,472,64,408,0,23,50,0.135593220339,0.864406779661,0.0487288135593,0.10593220339
bge,bm25,29,1000,bm25_only,472,166,306,0,50,93,0.351694915254,0.648305084746,0.10593220339,0.197033898305
bge,bm25,30,1000,shared,446,208,238,0,118,177,0.466367713004,0.533632286996,0.264573991031,0.396860986547
bge,bm25,30,1000,method_only,554,52,502,0,4,24,0.0938628158845,0.906137184116,0.0072202166065,0.043321299639
bge,bm25,30,1000,bm25_only,554,129,425,0,32,75,0.23285198556,0.76714801444,0.057761732852,0.135379061372
bge,bm25,31,1000,shared,129,104,25,0,25,53,0.806201550388,0.193798449612,0.193798449612,0.410852713178
bge,bm25,31,1000,method_only,871,114,757,0,37,57,0.130884041332,0.869115958668,0.0424799081515,0.0654420206659
bge,bm25,31,1000,bm25_only,871,317,554,0,9,46,0.363949483352,0.636050516648,0.0103329506315,0.052812858783
bge,bm25,32,1000,shared,306,84,222,0,19,30,0.274509803922,0.725490196078,0.062091503268,0.0980392156863
bge,bm25,32,1000,method_only,694,149,545,0,63,87,0.21469740634,0.78530259366,0.0907780979827,0.125360230548
bge,bm25,32,1000,bm25_only,694,154,540,0,9,17,0.221902017291,0.778097982709,0.0129682997118,0.0244956772334
bge,bm25,33,1000,shared,128,101,27,0,45,69,0.7890625,0.2109375,0.3515625,0.5390625
bge,bm25,33,1000,method_only,872,75,797,0,20,38,0.0860091743119,0.913990825688,0.0229357798165,0.0435779816514
bge,bm25,33,1000,bm25_only,872,329,543,0,49,71,0.377293577982,0.622706422018,0.0561926605505,0.0814220183486
bge,bm25,34,1000,shared,131,86,45,0,22,38,0.656488549618,0.343511450382,0.167938931298,0.290076335878
bge,bm25,34,1000,method_only,869,124,745,0,25,37,0.142692750288,0.857307249712,0.0287686996548,0.0425776754891
bge,bm25,34,1000,bm25_only,869,145,724,0,14,19,0.166858457998,0.833141542002,0.0161104718067,0.0218642117376
bge,bm25,35,1000,shared,224,168,56,0,87,91,0.75,0.25,0.388392857143,0.40625
bge,bm25,35,1000,method_only,776,152,624,0,31,42,0.19587628866,0.80412371134,0.0399484536082,0.0541237113402
bge,bm25,35,1000,bm25_only,776,174,602,0,24,27,0.224226804124,0.775773195876,0.0309278350515,0.034793814433
bge,bm25,36,1000,shared,579,433,146,0,317,350,0.747841105354,0.252158894646,0.547495682211,0.604490500864
bge,bm25,36,1000,method_only,421,95,326,0,45,56,0.225653206651,0.774346793349,0.106888361045,0.133016627078
bge,bm25,36,1000,bm25_only,421,135,286,0,62,80,0.320665083135,0.679334916865,0.147268408551,0.190023752969
bge,bm25,37,1000,shared,519,381,138,0,165,227,0.734104046243,0.265895953757,0.317919075145,0.437379576108
bge,bm25,37,1000,method_only,481,89,392,0,29,48,0.185031185031,0.814968814969,0.0602910602911,0.0997920997921
bge,bm25,37,1000,bm25_only,481,188,293,0,66,80,0.390852390852,0.609147609148,0.137214137214,0.16632016632
bge,bm25,38,1000,shared,279,227,52,0,145,221,0.813620071685,0.186379928315,0.519713261649,0.792114695341
bge,bm25,38,1000,method_only,721,232,489,0,176,227,0.321775312067,0.678224687933,0.244105409154,0.314840499307
bge,bm25,38,1000,bm25_only,721,294,427,0,69,171,0.407766990291,0.592233009709,0.0957004160888,0.237170596394
bge,bm25,39,1000,shared,516,411,105,0,261,395,0.796511627907,0.203488372093,0.505813953488,0.765503875969
bge,bm25,39,1000,method_only,484,63,421,0,32,54,0.130165289256,0.869834710744,0.0661157024793,0.111570247934
bge,bm25,39,1000,bm25_only,484,219,265,0,88,199,0.452479338843,0.547520661157,0.181818181818,0.411157024793
bge,bm25,40,1000,shared,380,327,53,0,245,299,0.860526315789,0.139473684211,0.644736842105,0.786842105263
bge,bm25,40,1000,method_only,620,82,538,0,44,68,0.132258064516,0.867741935484,0.0709677419355,0.109677419355
bge,bm25,40,1000,bm25_only,620,229,391,0,33,75,0.36935483871,0.63064516129,0.0532258064516,0.120967741935
bge,bm25,41,1000,shared,245,167,78,0,80,96,0.681632653061,0.318367346939,0.326530612245,0.391836734694
bge,bm25,41,1000,method_only,755,201,554,0,104,137,0.266225165563,0.733774834437,0.137748344371,0.181456953642
bge,bm25,41,1000,bm25_only,755,131,624,0,17,25,0.173509933775,0.826490066225,0.0225165562914,0.0331125827815
bge,bm25,42,1000,shared,281,206,75,0,154,169,0.733096085409,0.266903914591,0.548042704626,0.601423487544
bge,bm25,42,1000,method_only,719,45,674,0,19,19,0.0625869262865,0.937413073713,0.0264255910987,0.0264255910987
bge,bm25,42,1000,bm25_only,719,129,590,0,16,19,0.179415855355,0.820584144645,0.0222531293463,0.0264255910987
bge,bm25,43,1000,shared,259,165,94,0,91,113,0.637065637066,0.362934362934,0.351351351351,0.436293436293
bge,bm25,43,1000,method_only,741,73,668,0,13,31,0.0985155195682,0.901484480432,0.0175438596491,0.0418353576248
bge,bm25,43,1000,bm25_only,741,160,581,0,36,49,0.215924426451,0.784075573549,0.0485829959514,0.0661268556005
bge,bm25,44,1000,shared,323,246,77,0,165,203,0.761609907121,0.238390092879,0.510835913313,0.628482972136
bge,bm25,44,1000,method_only,677,117,560,0,52,68,0.17282127031,0.82717872969,0.0768094534712,0.100443131462
bge,bm25,44,1000,bm25_only,677,185,492,0,51,95,0.273264401773,0.726735598227,0.0753323485968,0.140324963072
bge,bm25,45,1000,shared,588,416,172,0,211,388,0.707482993197,0.292517006803,0.358843537415,0.659863945578
bge,bm25,45,1000,method_only,412,68,344,0,50,63,0.165048543689,0.834951456311,0.121359223301,0.152912621359
bge,bm25,45,1000,bm25_only,412,153,259,0,70,117,0.371359223301,0.628640776699,0.169902912621,0.283980582524
bge,bm25,46,1000,shared,286,108,178,0,36,65,0.377622377622,0.622377622378,0.125874125874,0.227272727273
bge,bm25,46,1000,method_only,714,62,652,0,22,43,0.0868347338936,0.913165266106,0.03081232493,0.0602240896359
bge,bm25,46,1000,bm25_only,714,124,590,0,13,23,0.173669467787,0.826330532213,0.0182072829132,0.0322128851541
bge,bm25,47,1000,shared,279,201,78,0,104,138,0.720430107527,0.279569892473,0.372759856631,0.494623655914
bge,bm25,47,1000,method_only,721,126,595,0,63,72,0.174757281553,0.825242718447,0.0873786407767,0.0998613037448
bge,bm25,47,1000,bm25_only,721,150,571,0,39,50,0.208044382802,0.791955617198,0.0540915395284,0.0693481276006
bge,bm25,48,1000,shared,206,126,80,0,92,121,0.611650485437,0.388349514563,0.446601941748,0.587378640777
bge,bm25,48,1000,method_only,794,40,754,0,20,35,0.0503778337531,0.949622166247,0.0251889168766,0.044080604534
bge,bm25,48,1000,bm25_only,794,154,640,0,50,101,0.19395465995,0.80604534005,0.0629722921914,0.127204030227
bge,bm25,49,1000,shared,165,138,27,0,42,81,0.836363636364,0.163636363636,0.254545454545,0.490909090909
bge,bm25,49,1000,method_only,835,179,656,0,61,98,0.214371257485,0.785628742515,0.0730538922156,0.117365269461
bge,bm25,49,1000,bm25_only,835,184,651,0,4,12,0.220359281437,0.779640718563,0.00479041916168,0.014371257485
bge,bm25,50,1000,shared,357,210,147,0,26,57,0.588235294118,0.411764705882,0.0728291316527,0.159663865546
bge,bm25,50,1000,method_only,643,60,583,0,6,16,0.0933125972006,0.906687402799,0.00933125972006,0.0248833592535
bge,bm25,50,1000,bm25_only,643,154,489,0,3,19,0.239502332815,0.760497667185,0.00466562986003,0.0295489891135
bm25_ce,bm25,1,20,shared,6,6,0,0,1,5,1,0,0.166666666667,0.833333333333
bm25_ce,bm25,1,20,method_only,14,10,4,0,3,6,0.714285714286,0.285714285714,0.214285714286,0.428571428571
bm25_ce,bm25,1,20,bm25_only,14,11,3,0,2,6,0.785714285714,0.214285714286,0.142857142857,0.428571428571
bm25_ce,bm25,2,20,shared,2,2,0,0,2,2,1,0,1,1
bm25_ce,bm25,2,20,method_only,18,15,3,0,11,12,0.833333333333,0.166666666667,0.611111111111,0.666666666667
bm25_ce,bm25,2,20,bm25_only,18,17,1,0,5,5,0.944444444444,0.0555555555556,0.277777777778,0.277777777778
bm25_ce,bm25,3,20,shared,1,1,0,0,1,1,1,0,1,1
bm25_ce,bm25,3,20,method_only,19,18,1,0,13,17,0.947368421053,0.0526315789474,0.684210526316,0.894736842105
bm25_ce,bm25,3,20,bm25_only,19,17,2,0,3,6,0.894736842105,0.105263157895,0.157894736842,0.315789473684
bm25_ce,bm25,4,20,shared,1,1,0,0,1,1,1,0,1,1
bm25_ce,bm25,4,20,method_only,19,15,4,0,8,11,0.789473684211,0.210526315789,0.421052631579,0.578947368421
bm25_ce,bm25,4,20,bm25_only,19,19,0,0,1,2,1,0,0.0526315789474,0.105263157895
bm25_ce,bm25,5,20,shared,4,3,1,0,3,3,0.75,0.25,0.75,0.75
bm25_ce,bm25,5,20,method_only,16,13,3,0,2,10,0.8125,0.1875,0.125,0.625
bm25_ce,bm25,5,20,bm25_only,16,15,1,0,4,13,0.9375,0.0625,0.25,0.8125
bm25_ce,bm25,6,20,shared,5,5,0,0,4,4,1,0,0.8,0.8
bm25_ce,bm25,6,20,method_only,15,14,1,0,14,14,0.933333333333,0.0666666666667,0.933333333333,0.933333333333
bm25_ce,bm25,6,20,bm25_only,15,14,1,0,11,13,0.933333333333,0.0666666666667,0.733333333333,0.866666666667
bm25_ce,bm25,7,20,shared,10,10,0,0,8,8,1,0,0.8,0.8
bm25_ce,bm25,7,20,method_only,10,10,0,0,7,7,1,0,0.7,0.7
bm25_ce,bm25,7,20,bm25_only,10,10,0,0,5,6,1,0,0.5,0.6
bm25_ce,bm25,8,20,shared,5,3,2,0,3,3,0.6,0.4,0.6,0.6
bm25_ce,bm25,8,20,method_only,15,15,0,0,7,14,1,0,0.466666666667,0.933333333333
bm25_ce,bm25,8,20,bm25_only,15,12,3,0,6,9,0.8,0.2,0.4,0.6
bm25_ce,bm25,9,20,shared,7,7,0,0,1,1,1,0,0.142857142857,0.142857142857
bm25_ce,bm25,9,20,method_only,13,12,1,0,3,3,0.923076923077,0.0769230769231,0.230769230769,0.230769230769
bm25_ce,bm25,9,20,bm25_only,13,13,0,0,1,3,1,0,0.0769230769231,0.230769230769
bm25_ce,bm25,10,20,shared,6,6,0,0,4,6,1,0,0.666666666667,1
bm25_ce,bm25,10,20,method_only,14,13,1,0,8,11,0.928571428571,0.0714285714286,0.571428571429,0.785714285714
bm25_ce,bm25,10,20,bm25_only,14,14,0,0,10,12,1,0,0.714285714286,0.857142857143
bm25_ce,bm25,11,20,shared,11,11,0,0,5,6,1,0,0.454545454545,0.545454545455
bm25_ce,bm25,11,20,method_only,9,7,2,0,2,3,0.777777777778,0.222222222222,0.222222222222,0.333333333333
bm25_ce,bm25,11,20,bm25_only,9,7,2,0,3,4,0.777777777778,0.222222222222,0.333333333333,0.444444444444
bm25_ce,bm25,12,20,shared,6,5,1,0,0,2,0.833333333333,0.166666666667,0,0.333333333333
bm25_ce,bm25,12,20,method_only,14,13,1,0,4,7,0.928571428571,0.0714285714286,0.285714285714,0.5
bm25_ce,bm25,12,20,bm25_only,14,11,3,0,3,8,0.785714285714,0.214285714286,0.214285714286,0.571428571429
bm25_ce,bm25,13,20,shared,5,5,0,0,2,4,1,0,0.4,0.8
bm25_ce,bm25,13,20,method_only,15,14,1,0,8,14,0.933333333333,0.0666666666667,0.533333333333,0.933333333333
bm25_ce,bm25,13,20,bm25_only,15,14,1,0,5,12,0.933333333333,0.0666666666667,0.333333333333,0.8
bm25_ce,bm25,14,20,shared,4,4,0,0,3,3,1,0,0.75,0.75
bm25_ce,bm25,14,20,method_only,16,5,11,0,2,2,0.3125,0.6875,0.125,0.125
bm25_ce,bm25,14,20,bm25_only,16,16,0,0,8,13,1,0,0.5,0.8125
bm25_ce,bm25,15,20,shared,4,4,0,0,2,3,1,0,0.5,0.75
bm25_ce,bm25,15,20,method_only,16,10,6,0,1,1,0.625,0.375,0.0625,0.0625
bm25_ce,bm25,15,20,bm25_only,16,10,6,0,0,1,0.625,0.375,0,0.0625
bm25_ce,bm25,16,20,shared,3,3,0,0,2,3,1,0,0.666666666667,1
bm25_ce,bm25,16,20,method_only,17,16,1,0,9,15,0.941176470588,0.0588235294118,0.529411764706,0.882352941176
bm25_ce,bm25,16,20,bm25_only,17,14,3,0,2,3,0.823529411765,0.176470588235,0.117647058824,0.176470588235
bm25_ce,bm25,17,20,shared,5,5,0,0,4,5,1,0,0.8,1
bm25_ce,bm25,17,20,method_only,15,15,0,0,10,15,1,0,0.666666666667,1
bm25_ce,bm25,17,20,bm25_only,15,13,2,0,3,7,0.866666666667,0.133333333333,0.2,0.466666666667
bm25_ce,bm25,18,20,shared,5,5,0,0,5,5,1,0,1,1
bm25_ce,bm25,18,20,method_only,15,14,1,0,11,14,0.933333333333,0.0666666666667,0.733333333333,0.933333333333
bm25_ce,bm25,18,20,bm25_only,15,15,0,0,5,10,1,0,0.333333333333,0.666666666667
bm25_ce,bm25,19,20,shared,9,9,0,0,3,7,1,0,0.333333333333,0.777777777778
bm25_ce,bm25,19,20,method_only,11,11,0,0,0,2,1,0,0,0.181818181818
bm25_ce,bm25,19,20,bm25_only,11,11,0,0,2,7,1,0,0.181818181818,0.636363636364
bm25_ce,bm25,20,20,shared,5,5,0,0,5,5,1,0,1,1
bm25_ce,bm25,20,20,method_only,15,15,0,0,14,15,1,0,0.933333333333,1
bm25_ce,bm25,20,20,bm25_only,15,13,2,0,12,12,0.866666666667,0.133333333333,0.8,0.8
bm25_ce,bm25,21,20,shared,7,7,0,0,4,5,1,0,0.571428571429,0.714285714286
bm25_ce,bm25,21,20,method_only,13,12,1,0,9,9,0.923076923077,0.0769230769231,0.692307692308,0.692307692308
bm25_ce,bm25,21,20,bm25_only,13,11,2,0,3,4,0.846153846154,0.153846153846,0.230769230769,0.307692307692
bm25_ce,bm25,22,20,shared,9,9,0,0,8,9,1,0,0.888888888889,1
bm25_ce,bm25,22,20,method_only,11,11,0,0,9,11,1,0,0.818181818182,1
bm25_ce,bm25,22,20,bm25_only,11,7,4,0,6,7,0.636363636364,0.363636363636,0.545454545455,0.636363636364
bm25_ce,bm25,23,20,shared,6,6,0,0,5,5,1,0,0.833333333333,0.833333333333
bm25_ce,bm25,23,20,method_only,14,5,9,0,0,2,0.357142857143,0.642857142857,0,0.142857142857
bm25_ce,bm25,23,20,bm25_only,14,13,1,0,10,11,0.928571428571,0.0714285714286,0.714285714286,0.785714285714
bm25_ce,bm25,24,20,shared,3,3,0,0,2,3,1,0,0.666666666667,1
bm25_ce,bm25,24,20,method_only,17,15,2,0,11,13,0.882352941176,0.117647058824,0.647058823529,0.764705882353
bm25_ce,bm25,24,20,bm25_only,17,15,2,0,11,12,0.882352941176,0.117647058824,0.647058823529,0.705882352941
bm25_ce,bm25,25,20,shared,3,3,0,0,3,3,1,0,1,1
bm25_ce,bm25,25,20,method_only,17,14,3,0,11,13,0.823529411765,0.176470588235,0.647058823529,0.764705882353
bm25_ce,bm25,25,20,bm25_only,17,12,5,0,0,0,0.705882352941,0.294117647059,0,0
bm25_ce,bm25,26,20,shared,7,7,0,0,7,7,1,0,1,1
bm25_ce,bm25,26,20,method_only,13,10,3,0,9,10,0.769230769231,0.230769230769,0.692307692308,0.769230769231
bm25_ce,bm25,26,20,bm25_only,13,10,3,0,5,5,0.769230769231,0.230769230769,0.384615384615,0.384615384615
bm25_ce,bm25,27,20,shared,4,3,1,0,2,3,0.75,0.25,0.5,0.75
bm25_ce,bm25,27,20,method_only,16,10,6,0,9,10,0.625,0.375,0.5625,0.625
bm25_ce,bm25,27,20,bm25_only,16,15,1,0,14,14,0.9375,0.0625,0.875,0.875
bm25_ce,bm25,28,20,shared,5,5,0,0,5,5,1,0,1,1
bm25_ce,bm25,28,20,method_only,15,15,0,0,13,13,1,0,0.866666666667,0.866666666667
bm25_ce,bm25,28,20,bm25_only,15,15,0,0,12,13,1,0,0.8,0.866666666667
bm25_ce,bm25,29,20,shared,11,11,0,0,8,9,1,0,0.727272727273,0.818181818182
bm25_ce,bm25,29,20,method_only,9,9,0,0,5,7,1,0,0.555555555556,0.777777777778
bm25_ce,bm25,29,20,bm25_only,9,9,0,0,5,8,1,0,0.555555555556,0.888888888889
bm25_ce,bm25,30,20,shared,15,15,0,0,14,15,1,0,0.933333333333,1
bm25_ce,bm25,30,20,method_only,5,5,0,0,4,5,1,0,0.8,1
bm25_ce,bm25,30,20,bm25_only,5,5,0,0,5,5,1,0,1,1
bm25_ce,bm25,31,20,shared,1,1,0,0,0,1,1,0,0,1
bm25_ce,bm25,31,20,method_only,19,19,0,0,4,11,1,0,0.210526315789,0.578947368421
bm25_ce,bm25,31,20,bm25_only,19,18,1,0,2,3,0.947368421053,0.0526315789474,0.105263157895,0.157894736842
bm25_ce,bm25,32,20,shared,11,11,0,0,6,8,1,0,0.545454545455,0.727272727273
bm25_ce,bm25,32,20,method_only,9,5,4,0,0,1,0.555555555556,0.444444444444,0,0.111111111111
bm25_ce,bm25,32,20,bm25_only,9,9,0,0,0,1,1,0,0,0.111111111111
bm25_ce,bm25,33,20,shared,4,4,0,0,2,3,1,0,0.5,0.75
bm25_ce,bm25,33,20,method_only,16,16,0,0,11,14,1,0,0.6875,0.875
bm25_ce,bm25,33,20,bm25_only,16,16,0,0,6,11,1,0,0.375,0.6875
bm25_ce,bm25,34,20,shared,6,5,1,0,4,4,0.833333333333,0.166666666667,0.666666666667,0.666666666667
bm25_ce,bm25,34,20,method_only,14,13,1,0,1,4,0.928571428571,0.0714285714286,0.0714285714286,0.285714285714
bm25_ce,bm25,34,20,bm25_only,14,9,5,0,1,3,0.642857142857,0.357142857143,0.0714285714286,0.214285714286
bm25_ce,bm25,35,20,shared,8,8,0,0,6,6,1,0,0.75,0.75
bm25_ce,bm25,35,20,method_only,12,12,0,0,10,11,1,0,0.833333333333,0.916666666667
bm25_ce,bm25,35,20,bm25_only,12,12,0,0,3,3,1,0,0.25,0.25
bm25_ce,bm25,36,20,shared,4,4,0,0,3,4,1,0,0.75,1
bm25_ce,bm25,36,20,method_only,16,16,0,0,14,15,1,0,0.875,0.9375
bm25_ce,bm25,36,20,bm25_only,16,16,0,0,15,15,1,0,0.9375,0.9375
bm25_ce,bm25,37,20,shared,5,5,0,0,3,5,1,0,0.6,1
bm25_ce,bm25,37,20,method_only,15,15,0,0,13,15,1,0,0.866666666667,1
bm25_ce,bm25,37,20,bm25_only,15,15,0,0,6,11,1,0,0.4,0.733333333333
bm25_ce,bm25,38,20,shared,7,7,0,0,7,7,1,0,1,1
bm25_ce,bm25,38,20,method_only,13,12,1,0,6,10,0.923076923077,0.0769230769231,0.461538461538,0.769230769231
bm25_ce,bm25,38,20,bm25_only,13,13,0,0,4,5,1,0,0.307692307692,0.384615384615
bm25_ce,bm25,39,20,shared,10,10,0,0,9,10,1,0,0.9,1
bm25_ce,bm25,39,20,method_only,10,10,0,0,7,10,1,0,0.7,1
bm25_ce,bm25,39,20,bm25_only,10,10,0,0,8,10,1,0,0.8,1
bm25_ce,bm25,40,20,shared,8,8,0,0,8,8,1,0,1,1
bm25_ce,bm25,40,20,method_only,12,12,0,0,10,12,1,0,0.833333333333,1
bm25_ce,bm25,40,20,bm25_only,12,12,0,0,12,12,1,0,1,1
bm25_ce,bm25,41,20,shared,7,7,0,0,6,6,1,0,0.857142857143,0.857142857143
bm25_ce,bm25,41,20,method_only,13,13,0,0,10,12,1,0,0.769230769231,0.923076923077
bm25_ce,bm25,41,20,bm25_only,13,13,0,0,9,9,1,0,0.692307692308,0.692307692308
bm25_ce,bm25,42,20,shared,10,10,0,0,7,10,1,0,0.7,1
bm25_ce,bm25,42,20,method_only,10,10,0,0,10,10,1,0,1,1
bm25_ce,bm25,42,20,bm25_only,10,10,0,0,5,5,1,0,0.5,0.5
bm25_ce,bm25,43,20,shared,8,8,0,0,5,6,1,0,0.625,0.75
bm25_ce,bm25,43,20,method_only,12,12,0,0,11,12,1,0,0.916666666667,1
bm25_ce,bm25,43,20,bm25_only,12,12,0,0,8,10,1,0,0.666666666667,0.833333333333
bm25_ce,bm25,44,20,shared,5,5,0,0,5,5,1,0,1,1
bm25_ce,bm25,44,20,method_only,15,15,0,0,11,12,1,0,0.733333333333,0.8
bm25_ce,bm25,44,20,bm25_only,15,14,1,0,9,13,0.933333333333,0.0666666666667,0.6,0.866666666667
bm25_ce,bm25,45,20,shared,6,6,0,0,6,6,1,0,1,1
bm25_ce,bm25,45,20,method_only,14,13,1,0,3,11,0.928571428571,0.0714285714286,0.214285714286,0.785714285714
bm25_ce,bm25,45,20,bm25_only,14,13,1,0,5,12,0.928571428571,0.0714285714286,0.357142857143,0.857142857143
bm25_ce,bm25,46,20,shared,4,4,0,0,4,4,1,0,1,1
bm25_ce,bm25,46,20,method_only,16,12,4,0,2,3,0.75,0.25,0.125,0.1875
bm25_ce,bm25,46,20,bm25_only,16,16,0,0,5,10,1,0,0.3125,0.625
bm25_ce,bm25,47,20,shared,6,6,0,0,1,3,1,0,0.166666666667,0.5
bm25_ce,bm25,47,20,method_only,14,13,1,0,11,12,0.928571428571,0.0714285714286,0.785714285714,0.857142857143
