method,baseline,query_id,k,n_shared,n_method_only,n_bm25_only,n_union,overlap_fraction,jaccard
query_expansion,bm25,31,50,28,22,22,72,0.56,0.388888888889
query_expansion,bm25,32,50,23,27,27,77,0.46,0.298701298701
query_expansion,bm25,33,50,32,18,18,68,0.64,0.470588235294
query_expansion,bm25,34,50,20,30,30,80,0.4,0.25
query_expansion,bm25,35,50,34,16,16,66,0.68,0.515151515152
query_expansion,bm25,36,50,37,13,13,63,0.74,0.587301587302
query_expansion,bm25,37,50,38,12,12,62,0.76,0.612903225806
query_expansion,bm25,38,50,24,26,26,76,0.48,0.315789473684
query_expansion,bm25,39,50,36,14,14,64,0.72,0.5625
query_expansion,bm25,40,50,39,11,11,61,0.78,0.639344262295
query_expansion,bm25,41,50,33,17,17,67,0.66,0.492537313433
query_expansion,bm25,42,50,31,19,19,69,0.62,0.449275362319
query_expansion,bm25,43,50,33,17,17,67,0.66,0.492537313433
query_expansion,bm25,44,50,29,21,21,71,0.58,0.408450704225
query_expansion,bm25,45,50,24,26,26,76,0.48,0.315789473684
query_expansion,bm25,46,50,39,11,11,61,0.78,0.639344262295
query_expansion,bm25,47,50,21,29,29,79,0.42,0.26582278481
query_expansion,bm25,48,50,24,26,26,76,0.48,0.315789473684
query_expansion,bm25,49,50,17,33,33,83,0.34,0.204819277108
query_expansion,bm25,50,50,20,30,30,80,0.4,0.25
query_expansion,bm25,1,100,54,46,46,146,0.54,0.369863013699
query_expansion,bm25,2,100,70,30,30,130,0.7,0.538461538462
query_expansion,bm25,3,100,63,37,37,137,0.63,0.459854014599
query_expansion,bm25,4,100,65,35,35,135,0.65,0.481481481481
query_expansion,bm25,5,100,46,54,54,154,0.46,0.298701298701
query_expansion,bm25,6,100,50,50,50,150,0.5,0.333333333333
query_expansion,bm25,7,100,63,37,37,137,0.63,0.459854014599
query_expansion,bm25,8,100,54,46,46,146,0.54,0.369863013699
query_expansion,bm25,9,100,69,31,31,131,0.69,0.526717557252
query_expansion,bm25,10,100,66,34,34,134,0.66,0.492537313433
query_expansion,bm25,11,100,77,23,23,123,0.77,0.626016260163
query_expansion,bm25,12,100,55,45,45,145,0.55,0.379310344828
query_expansion,bm25,13,100,65,35,35,135,0.65,0.481481481481
query_expansion,bm25,14,100,80,20,20,120,0.8,0.666666666667
query_expansion,bm25,15,100,37,63,63,163,0.37,0.226993865031
query_expansion,bm25,16,100,32,68,68,168,0.32,0.190476190476
query_expansion,bm25,17,100,51,49,49,149,0.51,0.342281879195
query_expansion,bm25,18,100,59,41,41,141,0.59,0.418439716312
query_expansion,bm25,19,100,66,34,34,134,0.66,0.492537313433
query_expansion,bm25,20,100,64,36,36,136,0.64,0.470588235294
query_expansion,bm25,21,100,65,35,35,135,0.65,0.481481481481
query_expansion,bm25,22,100,65,35,35,135,0.65,0.481481481481
query_expansion,bm25,23,100,57,43,43,143,0.57,0.398601398601
query_expansion,bm25,24,100,60,40,40,140,0.6,0.428571428571
query_expansion,bm25,25,100,39,61,61,161,0.39,0.242236024845
query_expansion,bm25,26,100,67,33,33,133,0.67,0.503759398496
query_expansion,bm25,27,100,57,43,43,143,0.57,0.398601398601
query_expansion,bm25,28,100,76,24,24,124,0.76,0.612903225806
query_expansion,bm25,29,100,78,22,22,122,0.78,0.639344262295
query_expansion,bm25,30,100,65,35,35,135,0.65,0.481481481481
query_expansion,bm25,31,100,57,43,43,143,0.57,0.398601398601
query_expansion,bm25,32,100,32,68,68,168,0.32,0.190476190476
query_expansion,bm25,33,100,70,30,30,130,0.7,0.538461538462
query_expansion,bm25,34,100,41,59,59,159,0.41,0.25786163522
query_expansion,bm25,35,100,61,39,39,139,0.61,0.438848920863
query_expansion,bm25,36,100,68,32,32,132,0.68,0.515151515152
query_expansion,bm25,37,100,73,27,27,127,0.73,0.574803149606
query_expansion,bm25,38,100,56,44,44,144,0.56,0.388888888889
query_expansion,bm25,39,100,66,34,34,134,0.66,0.492537313433
query_expansion,bm25,40,100,85,15,15,115,0.85,0.739130434783
query_expansion,bm25,41,100,73,27,27,127,0.73,0.574803149606
query_expansion,bm25,42,100,59,41,41,141,0.59,0.418439716312
query_expansion,bm25,43,100,71,29,29,129,0.71,0.550387596899
query_expansion,bm25,44,100,55,45,45,145,0.55,0.379310344828
query_expansion,bm25,45,100,59,41,41,141,0.59,0.418439716312
query_expansion,bm25,46,100,59,41,41,141,0.59,0.418439716312
query_expansion,bm25,47,100,38,62,62,162,0.38,0.234567901235
query_expansion,bm25,48,100,50,50,50,150,0.5,0.333333333333
query_expansion,bm25,49,100,39,61,61,161,0.39,0.242236024845
query_expansion,bm25,50,100,52,48,48,148,0.52,0.351351351351
query_expansion,bm25,1,1000,714,286,286,1286,0.714,0.555209953344
query_expansion,bm25,2,1000,518,482,482,1482,0.518,0.349527665317
query_expansion,bm25,3,1000,671,329,329,1329,0.671,0.50489089541
query_expansion,bm25,4,1000,662,338,338,1338,0.662,0.494768310912
query_expansion,bm25,5,1000,583,417,417,1417,0.583,0.411432604093
query_expansion,bm25,6,1000,583,417,417,1417,0.583,0.411432604093
query_expansion,bm25,7,1000,668,332,332,1332,0.668,0.501501501502
query_expansion,bm25,8,1000,553,447,447,1447,0.553,0.382170006911
query_expansion,bm25,9,1000,761,239,239,1239,0.761,0.614205004036
query_expansion,bm25,10,1000,725,275,275,1275,0.725,0.56862745098
query_expansion,bm25,11,1000,714,286,286,1286,0.714,0.555209953344
query_expansion,bm25,12,1000,601,399,399,1399,0.601,0.429592566119
query_expansion,bm25,13,1000,701,299,299,1299,0.701,0.539645881447
query_expansion,bm25,14,1000,344,656,656,1656,0.344,0.207729468599
query_expansion,bm25,15,1000,456,544,544,1544,0.456,0.295336787565
query_expansion,bm25,16,1000,537,463,463,1463,0.537,0.367053998633
query_expansion,bm25,17,1000,657,343,343,1343,0.657,0.489203276247
query_expansion,bm25,18,1000,632,368,368,1368,0.632,0.461988304094
query_expansion,bm25,19,1000,570,430,430,1430,0.57,0.398601398601
query_expansion,bm25,20,1000,729,271,271,1271,0.729,0.573564122738
query_expansion,bm25,21,1000,545,455,455,1455,0.545,0.374570446735
query_expansion,bm25,22,1000,652,348,348,1348,0.652,0.483679525223
query_expansion,bm25,23,1000,622,378,378,1378,0.622,0.451378809869
query_expansion,bm25,24,1000,574,426,426,1426,0.574,0.40252454418
query_expansion,bm25,25,1000,644,356,356,1356,0.644,0.474926253687
query_expansion,bm25,26,1000,682,318,318,1318,0.682,0.517450682853
query_expansion,bm25,27,1000,768,232,232,1232,0.768,0.623376623377
query_expansion,bm25,28,1000,681,319,319,1319,0.681,0.516300227445
query_expansion,bm25,29,1000,667,333,333,1333,0.667,0.500375093773
query_expansion,bm25,30,1000,633,367,367,1367,0.633,0.463057790783
query_expansion,bm25,31,1000,721,279,279,1279,0.721,0.563721657545
query_expansion,bm25,32,1000,455,545,545,1545,0.455,0.294498381877
query_expansion,bm25,33,1000,581,419,419,1419,0.581,0.409443269908
query_expansion,bm25,34,1000,603,397,397,1397,0.603,0.431639226915
query_expansion,bm25,35,1000,602,398,398,1398,0.602,0.430615164521
query_expansion,bm25,36,1000,687,313,313,1313,0.687,0.523229246002
query_expansion,bm25,37,1000,707,293,293,1293,0.707,0.546790409899
query_expansion,bm25,38,1000,575,425,425,1425,0.575,0.40350877193
query_expansion,bm25,39,1000,786,214,214,1214,0.786,0.64744645799
query_expansion,bm25,40,1000,654,346,346,1346,0.654,0.48588410104
query_expansion,bm25,41,1000,524,476,476,1476,0.524,0.355013550136
query_expansion,bm25,42,1000,629,371,371,1371,0.629,0.45878920496
query_expansion,bm25,43,1000,421,579,579,1579,0.421,0.266624445852
query_expansion,bm25,44,1000,575,425,425,1425,0.575,0.40350877193
query_expansion,bm25,45,1000,660,340,340,1340,0.66,0.492537313433
query_expansion,bm25,46,1000,537,463,463,1463,0.537,0.367053998633
query_expansion,bm25,47,1000,562,438,438,1438,0.562,0.390820584145
query_expansion,bm25,48,1000,749,251,251,1251,0.749,0.598721023181
query_expansion,bm25,49,1000,472,528,528,1528,0.472,0.30890052356
query_expansion,bm25,50,1000,613,387,387,1387,0.613,0.441961067051
retrieval_random,bm25,1,20,1,19,19,39,0.05,0.025641025641
retrieval_random,bm25,2,20,2,18,18,38,0.1,0.0526315789474
retrieval_random,bm25,3,20,3,17,17,37,0.15,0.0810810810811
retrieval_random,bm25,4,20,8,12,12,32,0.4,0.25
retrieval_random,bm25,5,20,4,16,16,36,0.2,0.111111111111
retrieval_random,bm25,6,20,3,17,17,37,0.15,0.0810810810811
retrieval_random,bm25,7,20,4,16,16,36,0.2,0.111111111111
retrieval_random,bm25,8,20,2,18,18,38,0.1,0.0526315789474
retrieval_random,bm25,9,20,5,15,15,35,0.25,0.142857142857
retrieval_random,bm25,10,20,3,17,17,37,0.15,0.0810810810811
retrieval_random,bm25,11,20,7,13,13,33,0.35,0.212121212121
retrieval_random,bm25,12,20,3,17,17,37,0.15,0.0810810810811
retrieval_random,bm25,13,20,6,14,14,34,0.3,0.176470588235
retrieval_random,bm25,14,20,8,12,12,32,0.4,0.25
retrieval_random,bm25,15,20,4,16,16,36,0.2,0.111111111111
retrieval_random,bm25,16,20,1,19,19,39,0.05,0.025641025641
retrieval_random,bm25,17,20,2,18,18,38,0.1,0.0526315789474
retrieval_random,bm25,18,20,7,13,13,33,0.35,0.212121212121
retrieval_random,bm25,19,20,4,16,16,36,0.2,0.111111111111
retrieval_random,bm25,20,20,8,12,12,32,0.4,0.25
retrieval_random,bm25,21,20,6,14,14,34,0.3,0.176470588235
retrieval_random,bm25,22,20,2,18,18,38,0.1,0.0526315789474
retrieval_random,bm25,23,20,5,15,15,35,0.25,0.142857142857
retrieval_random,bm25,24,20,4,16,16,36,0.2,0.111111111111
retrieval_random,bm25,25,20,0,20,20,40,0,0
retrieval_random,bm25,26,20,4,16,16,36,0.2,0.111111111111
retrieval_random,bm25,27,20,2,18,18,38,0.1,0.0526315789474
retrieval_random,bm25,28,20,4,16,16,36,0.2,0.111111111111
retrieval_random,bm25,29,20,2,18,18,38,0.1,0.0526315789474
retrieval_random,bm25,30,20,6,14,14,34,0.3,0.176470588235
retrieval_random,bm25,31,20,5,15,15,35,0.25,0.142857142857
retrieval_random,bm25,32,20,4,16,16,36,0.2,0.111111111111
retrieval_random,bm25,33,20,2,18,18,38,0.1,0.0526315789474
retrieval_random,bm25,34,20,4,16,16,36,0.2,0.111111111111
retrieval_random,bm25,35,20,6,14,14,34,0.3,0.176470588235
retrieval_random,bm25,36,20,5,15,15,35,0.25,0.142857142857
retrieval_random,bm25,37,20,3,17,17,37,0.15,0.0810810810811
retrieval_random,bm25,38,20,6,14,14,34,0.3,0.176470588235
retrieval_random,bm25,39,20,3,17,17,37,0.15,0.0810810810811
retrieval_random,bm25,40,20,4,16,16,36,0.2,0.111111111111
retrieval_random,bm25,41,20,6,14,14,34,0.3,0.176470588235
retrieval_random,bm25,42,20,2,18,18,38,0.1,0.0526315789474
retrieval_random,bm25,43,20,4,16,16,36,0.2,0.111111111111
retrieval_random,bm25,44,20,4,16,16,36,0.2,0.111111111111
retrieval_random,bm25,45,20,7,13,13,33,0.35,0.212121212121
retrieval_random,bm25,46,20,3,17,17,37,0.15,0.0810810810811
retrieval_random,bm25,47,20,1,19,19,39,0.05,0.025641025641
retrieval_random,bm25,48,20,4,16,16,36,0.2,0.111111111111
retrieval_random,bm25,49,20,3,17,17,37,0.15,0.0810810810811
retrieval_random,bm25,50,20,6,14,14,34,0.3,0.176470588235
retrieval_random,bm25,1,50,5,45,45,95,0.1,0.0526315789474
retrieval_random,bm25,2,50,8,42,42,92,0.16,0.0869565217391
retrieval_random,bm25,3,50,7,43,43,93,0.14,0.0752688172043
retrieval_random,bm25,4,50,14,36,36,86,0.28,0.162790697674
retrieval_random,bm25,5,50,7,43,43,93,0.14,0.0752688172043
retrieval_random,bm25,6,50,8,42,42,92,0.16,0.0869565217391
retrieval_random,bm25,7,50,13,37,37,87,0.26,0.149425287356
retrieval_random,bm25,8,50,9,41,41,91,0.18,0.0989010989011
retrieval_random,bm25,9,50,16,34,34,84,0.32,0.190476190476
retrieval_random,bm25,10,50,13,37,37,87,0.26,0.149425287356
retrieval_random,bm25,11,50,14,36,36,86,0.28,0.162790697674
retrieval_random,bm25,12,50,9,41,41,91,0.18,0.0989010989011
retrieval_random,bm25,13,50,9,41,41,91,0.18,0.0989010989011
retrieval_random,bm25,14,50,14,36,36,86,0.28,0.162790697674
retrieval_random,bm25,15,50,5,45,45,95,0.1,0.0526315789474
retrieval_random,bm25,16,50,5,45,45,95,0.1,0.0526315789474
retrieval_random,bm25,17,50,10,40,40,90,0.2,0.111111111111
retrieval_random,bm25,18,50,15,35,35,85,0.3,0.176470588235
retrieval_random,bm25,19,50,9,41,41,91,0.18,0.0989010989011
retrieval_random,bm25,20,50,14,36,36,86,0.28,0.162790697674
retrieval_random,bm25,21,50,12,38,38,88,0.24,0.136363636364
retrieval_random,bm25,22,50,7,43,43,93,0.14,0.0752688172043
retrieval_random,bm25,23,50,8,42,42,92,0.16,0.0869565217391
retrieval_random,bm25,24,50,9,41,41,91,0.18,0.0989010989011
retrieval_random,bm25,25,50,3,47,47,97,0.06,0.0309278350515
retrieval_random,bm25,26,50,11,39,39,89,0.22,0.123595505618
retrieval_random,bm25,27,50,9,41,41,91,0.18,0.0989010989011
retrieval_random,bm25,28,50,9,41,41,91,0.18,0.0989010989011
retrieval_random,bm25,29,50,4,46,46,96,0.08,0.0416666666667
retrieval_random,bm25,30,50,11,39,39,89,0.22,0.123595505618
retrieval_random,bm25,31,50,11,39,39,89,0.22,0.123595505618
retrieval_random,bm25,32,50,8,42,42,92,0.16,0.0869565217391
retrieval_random,bm25,33,50,11,39,39,89,0.22,0.123595505618
retrieval_random,bm25,34,50,9,41,41,91,0.18,0.0989010989011
retrieval_random,bm25,35,50,12,38,38,88,0.24,0.136363636364
retrieval_random,bm25,36,50,11,39,39,89,0.22,0.123595505618
retrieval_random,bm25,37,50,12,38,38,88,0.24,0.136363636364
retrieval_random,bm25,38,50,14,36,36,86,0.28,0.162790697674
retrieval_random,bm25,39,50,14,36,36,86,0.28,0.162790697674
retrieval_random,bm25,40,50,11,39,39,89,0.22,0.123595505618
retrieval_random,bm25,41,50,9,41,41,91,0.18,0.0989010989011
retrieval_random,bm25,42,50,15,35,35,85,0.3,0.176470588235
retrieval_random,bm25,43,50,14,36,36,86,0.28,0.162790697674
retrieval_random,bm25,44,50,7,43,43,93,0.14,0.0752688172043
retrieval_random,bm25,45,50,12,38,38,88,0.24,0.136363636364
retrieval_random,bm25,46,50,8,42,42,92,0.16,0.0869565217391
retrieval_random,bm25,47,50,5,45,45,95,0.1,0.0526315789474
retrieval_random,bm25,48,50,8,42,42,92,0.16,0.0869565217391
retrieval_random,bm25,49,50,5,45,45,95,0.1,0.0526315789474
retrieval_random,bm25,50,50,9,41,41,91,0.18,0.0989010989011
retrieval_random,bm25,1,100,13,87,87,187,0.13,0.0695187165775
retrieval_random,bm25,2,100,17,83,83,183,0.17,0.0928961748634
retrieval_random,bm25,3,100,17,83,83,183,0.17,0.0928961748634
retrieval_random,bm25,4,100,22,78,78,178,0.22,0.123595505618
retrieval_random,bm25,5,100,16,84,84,184,0.16,0.0869565217391
retrieval_random,bm25,6,100,18,82,82,182,0.18,0.0989010989011
retrieval_random,bm25,7,100,23,77,77,177,0.23,0.129943502825
retrieval_random,bm25,8,100,21,79,79,179,0.21,0.117318435754
retrieval_random,bm25,9,100,25,75,75,175,0.25,0.142857142857
retrieval_random,bm25,10,100,22,78,78,178,0.22,0.123595505618
retrieval_random,bm25,11,100,27,73,73,173,0.27,0.156069364162
retrieval_random,bm25,12,100,15,85,85,185,0.15,0.0810810810811
retrieval_random,bm25,13,100,21,79,79,179,0.21,0.117318435754
retrieval_random,bm25,14,100,23,77,77,177,0.23,0.129943502825
retrieval_random,bm25,15,100,7,93,93,193,0.07,0.0362694300518
retrieval_random,bm25,16,100,11,89,89,189,0.11,0.0582010582011
retrieval_random,bm25,17,100,19,81,81,181,0.19,0.104972375691
retrieval_random,bm25,18,100,23,77,77,177,0.23,0.129943502825
retrieval_random,bm25,19,100,16,84,84,184,0.16,0.0869565217391
retrieval_random,bm25,20,100,25,75,75,175,0.25,0.142857142857
retrieval_random,bm25,21,100,24,76,76,176,0.24,0.136363636364
retrieval_random,bm25,22,100,15,85,85,185,0.15,0.0810810810811
retrieval_random,bm25,23,100,18,82,82,182,0.18,0.0989010989011
retrieval_random,bm25,24,100,18,82,82,182,0.18,0.0989010989011
retrieval_random,bm25,25,100,11,89,89,189,0.11,0.0582010582011
retrieval_random,bm25,26,100,22,78,78,178,0.22,0.123595505618
retrieval_random,bm25,27,100,17,83,83,183,0.17,0.0928961748634
retrieval_random,bm25,28,100,15,85,85,185,0.15,0.0810810810811
retrieval_random,bm25,29,100,17,83,83,183,0.17,0.0928961748634
retrieval_random,bm25,30,100,22,78,78,178,0.22,0.123595505618
retrieval_random,bm25,31,100,25,75,75,175,0.25,0.142857142857
retrieval_random,bm25,32,100,12,88,88,188,0.12,0.063829787234
retrieval_random,bm25,33,100,24,76,76,176,0.24,0.136363636364
retrieval_random,bm25,34,100,17,83,83,183,0.17,0.0928961748634
retrieval_random,bm25,35,100,20,80,80,180,0.2,0.111111111111
retrieval_random,bm25,36,100,18,82,82,182,0.18,0.0989010989011
retrieval_random,bm25,37,100,18,82,82,182,0.18,0.0989010989011
retrieval_random,bm25,38,100,20,80,80,180,0.2,0.111111111111
retrieval_random,bm25,39,100,22,78,78,178,0.22,0.123595505618
retrieval_random,bm25,40,100,24,76,76,176,0.24,0.136363636364
retrieval_random,bm25,41,100,19,81,81,181,0.19,0.104972375691
retrieval_random,bm25,42,100,22,78,78,178,0.22,0.123595505618
retrieval_random,bm25,43,100,23,77,77,177,0.23,0.129943502825
retrieval_random,bm25,44,100,16,84,84,184,0.16,0.0869565217391
retrieval_random,bm25,45,100,20,80,80,180,0.2,0.111111111111
retrieval_random,bm25,46,100,17,83,83,183,0.17,0.0928961748634
retrieval_random,bm25,47,100,12,88,88,188,0.12,0.063829787234
retrieval_random,bm25,48,100,18,82,82,182,0.18,0.0989010989011
retrieval_random,bm25,49,100,14,86,86,186,0.14,0.0752688172043
retrieval_random,bm25,50,100,21,79,79,179,0.21,0.117318435754
retrieval_random,bm25,1,1000,184,816,816,1816,0.184,0.101321585903
retrieval_random,bm25,2,1000,148,852,852,1852,0.148,0.0799136069114
retrieval_random,bm25,3,1000,201,799,799,1799,0.201,0.111728738188
retrieval_random,bm25,4,1000,213,787,787,1787,0.213,0.11919418019
retrieval_random,bm25,5,1000,196,804,804,1804,0.196,0.108647450111
retrieval_random,bm25,6,1000,188,812,812,1812,0.188,0.103752759382
retrieval_random,bm25,7,1000,221,779,779,1779,0.221,0.124227093873
retrieval_random,bm25,8,1000,181,819,819,1819,0.181,0.0995052226498
retrieval_random,bm25,9,1000,188,812,812,1812,0.188,0.103752759382
retrieval_random,bm25,10,1000,225,775,775,1775,0.225,0.12676056338
retrieval_random,bm25,11,1000,205,795,795,1795,0.205,0.114206128134
retrieval_random,bm25,12,1000,201,799,799,1799,0.201,0.111728738188
retrieval_random,bm25,13,1000,170,830,830,1830,0.17,0.0928961748634
retrieval_random,bm25,14,1000,122,878,878,1878,0.122,0.0649627263046
retrieval_random,bm25,15,1000,112,888,888,1888,0.112,0.0593220338983
retrieval_random,bm25,16,1000,139,861,861,1861,0.139,0.0746910263299
retrieval_random,bm25,17,1000,177,823,823,1823,0.177,0.0970927043335
retrieval_random,bm25,18,1000,205,795,795,1795,0.205,0.114206128134
retrieval_random,bm25,19,1000,151,849,849,1849,0.151,0.0816657652785
retrieval_random,bm25,20,1000,195,805,805,1805,0.195,0.108033240997
retrieval_random,bm25,21,1000,205,795,795,1795,0.205,0.114206128134
retrieval_random,bm25,22,1000,178,822,822,1822,0.178,0.0976948408342
retrieval_random,bm25,23,1000,194,806,806,1806,0.194,0.107419712071
retrieval_random,bm25,24,1000,199,801,801,1801,0.199,0.110494169906
retrieval_random,bm25,25,1000,202,798,798,1798,0.202,0.11234705228
retrieval_random,bm25,26,1000,188,812,812,1812,0.188,0.103752759382
retrieval_random,bm25,27,1000,189,811,811,1811,0.189,0.104362230812
retrieval_random,bm25,28,1000,205,795,795,1795,0.205,0.114206128134
retrieval_random,bm25,29,1000,196,804,804,1804,0.196,0.108647450111
retrieval_random,bm25,30,1000,177,823,823,1823,0.177,0.0970927043335
retrieval_random,bm25,31,1000,178,822,822,1822,0.178,0.0976948408342
retrieval_random,bm25,32,1000,188,812,812,1812,0.188,0.103752759382
retrieval_random,bm25,33,1000,213,787,787,1787,0.213,0.11919418019
retrieval_random,bm25,34,1000,137,863,863,1863,0.137,0.0735373054214
retrieval_random,bm25,35,1000,187,813,813,1813,0.187,0.103143960287
retrieval_random,bm25,36,1000,206,794,794,1794,0.206,0.114827201784
retrieval_random,bm25,37,1000,215,785,785,1785,0.215,0.120448179272
retrieval_random,bm25,38,1000,180,820,820,1820,0.18,0.0989010989011
retrieval_random,bm25,39,1000,191,809,809,1809,0.191,0.105583195135
retrieval_random,bm25,40,1000,190,810,810,1810,0.19,0.104972375691
retrieval_random,bm25,41,1000,192,808,808,1808,0.192,0.106194690265
retrieval_random,bm25,42,1000,197,803,803,1803,0.197,0.109262340544
retrieval_random,bm25,43,1000,145,855,855,1855,0.145,0.078167115903
retrieval_random,bm25,44,1000,205,795,795,1795,0.205,0.114206128134
retrieval_random,bm25,45,1000,193,807,807,1807,0.193,0.106806862203
retrieval_random,bm25,46,1000,176,824,824,1824,0.176,0.0964912280702
retrieval_random,bm25,47,1000,203,797,797,1797,0.203,0.112966054535
retrieval_random,bm25,48,1000,201,799,799,1799,0.201,0.111728738188
retrieval_random,bm25,49,1000,180,820,820,1820,0.18,0.0989010989011
retrieval_random,bm25,50,1000,216,784,784,1784,0.216,0.121076233184
splade,bm25,1,20,3,17,17,37,0.15,0.0810810810811
splade,bm25,2,20,0,20,20,40,0,0
splade,bm25,3,20,1,19,19,39,0.05,0.025641025641
splade,bm25,4,20,1,19,19,39,0.05,0.025641025641
splade,bm25,5,20,6,14,14,34,0.3,0.176470588235
splade,bm25,6,20,7,13,13,33,0.35,0.212121212121
splade,bm25,7,20,6,14,14,34,0.3,0.176470588235
splade,bm25,8,20,2,18,18,38,0.1,0.0526315789474
splade,bm25,9,20,3,17,17,37,0.15,0.0810810810811
splade,bm25,10,20,9,11,11,31,0.45,0.290322580645
splade,bm25,11,20,7,13,13,33,0.35,0.212121212121
splade,bm25,12,20,3,17,17,37,0.15,0.0810810810811
splade,bm25,13,20,4,16,16,36,0.2,0.111111111111
splade,bm25,14,20,6,14,14,34,0.3,0.176470588235
splade,bm25,15,20,0,20,20,40,0,0
splade,bm25,16,20,3,17,17,37,0.15,0.0810810810811
splade,bm25,17,20,5,15,15,35,0.25,0.142857142857
splade,bm25,18,20,6,14,14,34,0.3,0.176470588235
splade,bm25,19,20,8,12,12,32,0.4,0.25
splade,bm25,20,20,5,15,15,35,0.25,0.142857142857
splade,bm25,21,20,6,14,14,34,0.3,0.176470588235
splade,bm25,22,20,6,14,14,34,0.3,0.176470588235
splade,bm25,23,20,6,14,14,34,0.3,0.176470588235
splade,bm25,24,20,5,15,15,35,0.25,0.142857142857
splade,bm25,25,20,3,17,17,37,0.15,0.0810810810811
splade,bm25,26,20,6,14,14,34,0.3,0.176470588235
splade,bm25,27,20,0,20,20,40,0,0
splade,bm25,28,20,3,17,17,37,0.15,0.0810810810811
splade,bm25,29,20,10,10,10,30,0.5,0.333333333333
splade,bm25,30,20,8,12,12,32,0.4,0.25
splade,bm25,31,20,1,19,19,39,0.05,0.025641025641
splade,bm25,32,20,5,15,15,35,0.25,0.142857142857
splade,bm25,33,20,1,19,19,39,0.05,0.025641025641
splade,bm25,34,20,5,15,15,35,0.25,0.142857142857
splade,bm25,35,20,4,16,16,36,0.2,0.111111111111
splade,bm25,36,20,4,16,16,36,0.2,0.111111111111
splade,bm25,37,20,7,13,13,33,0.35,0.212121212121
splade,bm25,38,20,4,16,16,36,0.2,0.111111111111
splade,bm25,39,20,12,8,8,28,0.6,0.428571428571
splade,bm25,40,20,9,11,11,31,0.45,0.290322580645
splade,bm25,41,20,7,13,13,33,0.35,0.212121212121
splade,bm25,42,20,9,11,11,31,0.45,0.290322580645
splade,bm25,43,20,9,11,11,31,0.45,0.290322580645
splade,bm25,44,20,10,10,10,30,0.5,0.333333333333
splade,bm25,45,20,3,17,17,37,0.15,0.0810810810811
splade,bm25,46,20,10,10,10,30,0.5,0.333333333333
splade,bm25,47,20,5,15,15,35,0.25,0.142857142857
splade,bm25,48,20,7,13,13,33,0.35,0.212121212121
splade,bm25,49,20,4,16,16,36,0.2,0.111111111111
splade,bm25,50,20,7,13,13,33,0.35,0.212121212121
splade,bm25,1,50,6,44,44,94,0.12,0.063829787234
splade,bm25,2,50,9,41,41,91,0.18,0.0989010989011
splade,bm25,3,50,13,37,37,87,0.26,0.149425287356
splade,bm25,4,50,3,47,47,97,0.06,0.0309278350515
splade,bm25,5,50,14,36,36,86,0.28,0.162790697674
splade,bm25,6,50,16,34,34,84,0.32,0.190476190476
splade,bm25,7,50,16,34,34,84,0.32,0.190476190476
splade,bm25,8,50,4,46,46,96,0.08,0.0416666666667
splade,bm25,9,50,12,38,38,88,0.24,0.136363636364
splade,bm25,10,50,18,32,32,82,0.36,0.219512195122
splade,bm25,11,50,17,33,33,83,0.34,0.204819277108
splade,bm25,12,50,8,42,42,92,0.16,0.0869565217391
splade,bm25,13,50,21,29,29,79,0.42,0.26582278481
splade,bm25,14,50,15,35,35,85,0.3,0.176470588235
splade,bm25,15,50,2,48,48,98,0.04,0.0204081632653
splade,bm25,16,50,7,43,43,93,0.14,0.0752688172043
splade,bm25,17,50,10,40,40,90,0.2,0.111111111111
splade,bm25,18,50,21,29,29,79,0.42,0.26582278481
splade,bm25,19,50,21,29,29,79,0.42,0.26582278481
splade,bm25,20,50,11,39,39,89,0.22,0.123595505618
splade,bm25,21,50,23,27,27,77,0.46,0.298701298701
splade,bm25,22,50,19,31,31,81,0.38,0.234567901235
splade,bm25,23,50,14,36,36,86,0.28,0.162790697674
splade,bm25,24,50,17,33,33,83,0.34,0.204819277108
splade,bm25,25,50,11,39,39,89,0.22,0.123595505618
splade,bm25,26,50,10,40,40,90,0.2,0.111111111111
splade,bm25,27,50,16,34,34,84,0.32,0.190476190476
splade,bm25,28,50,11,39,39,89,0.22,0.123595505618
splade,bm25,29,50,25,25,25,75,0.5,0.333333333333
splade,bm25,30,50,29,21,21,71,0.58,0.408450704225
splade,bm25,31,50,2,48,48,98,0.04,0.0204081632653
splade,bm25,32,50,10,40,40,90,0.2,0.111111111111
splade,bm25,33,50,16,34,34,84,0.32,0.190476190476
splade,bm25,34,50,8,42,42,92,0.16,0.0869565217391
splade,bm25,35,50,18,32,32,82,0.36,0.219512195122
splade,bm25,36,50,21,29,29,79,0.42,0.26582278481
splade,bm25,37,50,30,20,20,70,0.6,0.428571428571
splade,bm25,38,50,14,36,36,86,0.28,0.162790697674
splade,bm25,39,50,25,25,25,75,0.5,0.333333333333
splade,bm25,40,50,28,22,22,72,0.56,0.388888888889
splade,bm25,41,50,19,31,31,81,0.38,0.234567901235
splade,bm25,42,50,29,21,21,71,0.58,0.408450704225
splade,bm25,43,50,15,35,35,85,0.3,0.176470588235
splade,bm25,44,50,16,34,34,84,0.32,0.190476190476
splade,bm25,45,50,8,42,42,92,0.16,0.0869565217391
splade,bm25,46,50,18,32,32,82,0.36,0.219512195122
splade,bm25,47,50,12,38,38,88,0.24,0.136363636364
splade,bm25,48,50,12,38,38,88,0.24,0.136363636364
